"","tested_OR","specific_odorant","comparison","diff","lwr.ci","upr.ci","pval"
"313","Olfr332","minusD","1-0",-0.039815,-0.154592171936174,0.0749621719361737,0.810956996130082
"314","Olfr332","minusD","3.16-0",-0.0373953333333333,-0.152172505269507,0.0773818386028403,0.845682072455337
"315","Olfr332","minusD","10-0",-0.036979,-0.151756171936174,0.0777981719361737,0.851378666699737
"316","Olfr332","minusD","31.6-0",-0.0750716666666667,-0.18984883860284,0.039705505269507,0.28145104654965
"317","Olfr332","minusD","100-0",0.0714363333333334,-0.0433408386028403,0.186213505269507,0.323246302768153
"318","Olfr332","minusD","316-0",0.191852,0.0770748280638263,0.306629171936174,0.00115939815773425
"319","Olfr332","pCI_minusD","1-0",0.0479536666666667,-0.0202288797538587,0.116136213087192,0.225245264570943
"320","Olfr332","pCI_minusD","3.16-0",-0.00094933333333333,-0.0691318797538587,0.067233213087192,0.99999999489037
"321","Olfr332","pCI_minusD","10-0",-0.0133603333333333,-0.0815428797538587,0.054822213087192,0.980538646557038
"322","Olfr332","pCI_minusD","31.6-0",0.0178226666666667,-0.0503598797538587,0.086005213087192,0.931396594246655
"323","Olfr332","pCI_minusD","100-0",0.00272166666666666,-0.0654608797538587,0.070904213087192,0.999997237698091
"324","Olfr332","pCI_minusD","316-0",-0.0179336666666667,-0.086116213087192,0.0502488797538587,0.929594802626997
"325","Olfr332","pCI_plusH","1-0",0.034692,-0.0276744332725795,0.0970584332725795,0.424236996817083
"326","Olfr332","pCI_plusH","3.16-0",-0.00926533333333333,-0.0716317666059128,0.0531010999392461,0.995076596980688
"327","Olfr332","pCI_plusH","10-0",0.0110453333333333,-0.0513210999392461,0.0734117666059128,0.988033082513766
"328","Olfr332","pCI_plusH","31.6-0",0.0325656666666667,-0.0298007666059128,0.0949320999392461,0.482605197970905
"329","Olfr332","pCI_plusH","100-0",0.0441326666666667,-0.0182337666059128,0.106499099939246,0.220585977346462
"330","Olfr332","pCI_plusH","316-0",-0.00370333333333334,-0.0660697666059128,0.0586630999392461,0.999971253716861
"331","Olfr332","plusH","1-0",0.00651766666666664,-0.108733211183066,0.121768544516399,0.999978473483846
"332","Olfr332","plusH","3.16-0",-0.0483376666666667,-0.163588544516399,0.0669132111830658,0.676914630970624
"333","Olfr332","plusH","10-0",0.00349933333333333,-0.111751544516399,0.118750211183066,0.999999457924323
"334","Olfr332","plusH","31.6-0",-0.0307136666666667,-0.145964544516399,0.0845372111830659,0.925920386341271
"335","Olfr332","plusH","100-0",-0.00486433333333336,-0.120115211183066,0.110386544516399,0.999996155083716
"336","Olfr332","plusH","316-0",0.0437136666666667,-0.0715372111830659,0.158964544516399,0.753073899412803
"337","Olfr362","minusD","1-0",0.066185,-0.1671773731885,0.2995473731885,0.905757667353173
"338","Olfr362","minusD","3.16-0",-0.020157,-0.2535193731885,0.2132053731885,0.99974870306491
"339","Olfr362","minusD","10-0",0.015845,-0.2175173731885,0.2492073731885,0.999937153792203
"340","Olfr362","minusD","31.6-0",0.0953966666666667,-0.137965706521834,0.328759039855167,0.697373652070959
"341","Olfr362","minusD","100-0",0.0362373333333333,-0.197125039855167,0.269599706521834,0.993811460685976
"342","Olfr362","minusD","316-0",-0.00404266666666664,-0.237405039855167,0.229319706521834,0.999999981060517
"343","Olfr362","pCI_minusD","1-0",0.0343843333333334,-0.241385202692719,0.310153869359385,0.99805920799019
"344","Olfr362","pCI_minusD","3.16-0",0.00497833333333331,-0.270791202692719,0.280747869359385,0.999999975792341
"345","Olfr362","pCI_minusD","10-0",-0.15705,-0.432819536026052,0.118719536026052,0.40233448260945
"346","Olfr362","pCI_minusD","31.6-0",-0.133766,-0.409535536026052,0.142003536026052,0.550642441913202
"347","Olfr362","pCI_minusD","100-0",-0.18849,-0.464259536026052,0.0872795360260521,0.246585649835616
"348","Olfr362","pCI_minusD","316-0",-0.253392666666667,-0.529162202692719,0.0223768693593854,0.0768377774033503
"349","Olfr362","pCI_plusH","1-0",-0.126602333333333,-0.393285603396582,0.140080936729915,0.570370501032682
"350","Olfr362","pCI_plusH","3.16-0",-0.0580169999999999,-0.324700270063248,0.208666270063249,0.968523711633256
"351","Olfr362","pCI_plusH","10-0",-0.0931333333333333,-0.359816603396582,0.173549936729915,0.806928306055413
"352","Olfr362","pCI_plusH","31.6-0",-0.192534,-0.459217270063249,0.0741492700632486,0.206148295518936
"353","Olfr362","pCI_plusH","100-0",0.00474466666666673,-0.261938603396582,0.271427936729915,0.999999977762768
"354","Olfr362","pCI_plusH","316-0",-0.133006333333333,-0.399689603396582,0.133676936729915,0.525291336354563
"355","Olfr362","plusH","1-0",-0.0299743333333333,-0.312036560832075,0.252087894165409,0.999192916706575
"356","Olfr362","plusH","3.16-0",0.02421,-0.257852227498742,0.306272227498742,0.999757604097066
"357","Olfr362","plusH","10-0",0.0156143333333333,-0.266447894165409,0.297676560832075,0.999980950679954
"358","Olfr362","plusH","31.6-0",0.00590633333333335,-0.276155894165409,0.287968560832075,0.999999941162709
"359","Olfr362","plusH","100-0",-0.0899626666666666,-0.372024894165409,0.192099560832075,0.856421476873735
"360","Olfr362","plusH","316-0",-0.151657666666667,-0.433719894165409,0.130404560832075,0.455615434895066
