,receptor,vivo_pref,vitro_ratio,vivo_ratio
0,Olfr203,nCarvone,-1.093791470084307,-1.6164765504470093
1,Olfr1047,pCarvone,-0.11707229728596324,0.5238658852437701
2,Olfr194,both,-1.8697537241357436,-1.0901970556783303
3,Olfr47,pCarvone,0.01209956045804983,0.21079023736174007
4,Olfr488,pCarvone,0.5646621113225523,0.9709071733444931
5,Olfr502,pCarvone,0.6110579832634011,0.923641557847058
