,odor1,odor2,response_euc_distance,feature_euc_distance,response_corr_distance,feature_corr_distance,response_cos_distance,feature_cos_distance
354,4133,16867,30.286392284099325,17.152373007526062,1.0245352235585479,1.1202127169008471,0.8728544281937484,1.1314598251119805
355,4133,19310,27.883746946921473,18.607358768537424,1.0178593737519381,1.134931370400249,1.052255653769156,1.1333224539600184
356,4133,27457,25.759763072695737,17.80411046748804,1.0260205159330993,0.9546708267510811,0.9514183819664915,0.9645675301797507
357,4133,31244,25.873476988209774,14.94343746880609,0.9510696868182096,0.5701128439312958,0.8946525456425829,0.5610066768776938
358,4133,31252,26.03413018136268,18.215849242078175,1.0516484356999491,0.9529220481705211,1.0915397971942886,0.9442563100135308
359,4133,31276,30.20616002778569,17.22134759785833,0.9945371532079622,1.0042454852605138,1.125454804693434,1.016444167403721
360,4133,32052,27.320736201351718,16.46540572646039,1.0907812844475115,0.9930835475448193,0.9185820567698383,1.018035760887539
361,4133,61653,31.80728469830614,17.377818912652984,1.0440327604621555,1.0291710059027415,1.1104531464054928,1.0506868046212536
362,4133,80080,32.539751909547306,24.774022431127946,1.1037581462306534,1.249645688312057,1.1745714494388495,1.2114640428814136
363,4133,122370,23.88373156495851,18.831485844324597,0.9604376569212829,1.165735353069815,1.0166026109800104,1.163885391061307
364,4133,162148,27.27928060156017,17.54781318622912,1.2016625182111742,1.1413911325352677,1.229573753470173,1.1610349430749
365,4133,165675,32.216813390694654,20.80416471339397,1.0040600665620154,1.0217330835173524,0.9230931107643382,1.0051033106422063
366,4133,263626,23.57398102619141,17.982024549963086,1.0004279531841243,1.11237165924506,0.8283036888132737,1.1194790999475475
367,4133,439570,24.81669807103906,20.274939413130035,0.9132352624386676,0.9757538519941328,0.7702501060610593,0.9548412363323262
368,4133,440917,25.475576746610173,17.841347565708073,1.0207962370074262,0.9856734550609002,1.0768641427347023,0.9911806386972811
369,4133,536095,25.589614588039275,16.88949857983118,1.0176140334330752,0.9785534825994514,0.9985998923274546,1.0100129615088786
370,4133,637511,23.36247812417228,17.43004374713641,0.9099158175082822,0.8863964637294853,0.7492695709744213,0.8739810127564032
371,4133,637523,22.634031106241483,16.735714421951954,0.8888887495767495,0.8943704841626605,0.903174353989644,0.9176133991694639
372,4133,638011,26.5912789327293,19.13964276400251,1.1045982683760716,1.1529896353000413,1.0133605069209402,1.150745129553987
373,4133,638014,30.767454524238786,17.09910120778811,1.0112842061507687,1.0469027239443967,1.147328618806902,1.0580532965800031
374,4133,2723888,37.53743554097032,24.774022431127946,1.2007259621868893,1.249645688312057,1.3387555762551,1.2114640428814136
375,4133,5281163,28.546719543289424,17.953643353861192,0.9918500515593344,0.9404346356328577,0.8927177780369822,0.9406231572621345
376,4133,5281517,32.21111184830444,16.19499307881115,1.1384775258858184,1.1067126245898247,1.294332699051557,1.1568963281705915
377,4133,5319754,25.6240480021898,17.546207556530256,0.9313764572958068,1.1432721754748312,0.865525464637377,1.156711361422178
378,4133,5367745,23.520477739575878,15.46008802276517,1.011645982069606,0.8210908591508895,0.9561655090462474,0.8530675502302358
379,4133,6433451,26.408928391386507,18.495391787613144,1.000831463661708,1.1832562232381667,0.8211457686954059,1.1815897214951914
380,6054,6387,21.890486266620528,15.41411501953561,0.9798112259356839,1.0779958753791263,0.9337090431255858,1.0918857143476126
381,6054,6549,21.32919176520582,13.905616953839047,1.01139631091592,1.1983302112850098,1.0376129867255701,1.1572785473667333
382,6054,6654,17.29778044964112,14.132662929671058,0.9221617027868273,1.071081826728266,0.9100981569172074,1.0582577520494663
383,6054,7410,25.74691277457496,10.847359844922178,1.1267503825545997,0.671994408372804,1.1712419993870793,0.6623374376120512
384,6054,7762,28.00405621469599,16.089764927913958,1.058097499908059,1.156453134809452,1.1828293757429742,1.164161390850907
385,6054,8051,25.906670003347077,14.239177937592592,1.0279157214677397,1.2175229146876625,1.173262023565986,1.2031342474782827
386,6054,8094,34.287054766602665,16.64327741416566,0.9999639354279269,1.1813359422303598,0.7627832081992098,1.1834294424788938
387,6054,8130,24.0521399211492,16.224779525908332,0.9915974311890021,1.081666784625349,0.9515436934954442,1.0985575509102055
388,6054,8500,24.504796608166192,14.371421562202093,1.001763209926229,0.8494361030868371,1.0003628560555895,0.855841255693895
