"","full_pcorr_Euc","full_mse_Euc","full_pcorr_cor","full_mse_cor","full_pcorr_cos","full_mse_cos","lambda","nFeats_Euc","nFeats_cor","nFeats_cos"
"s27",0.858109779755065,6.8693448432142,0.467685050537425,0.00794951499288476,0.367510548388021,0.0162883884966775,0.0780780780780781,128,128,128
"s28",0.85804833352331,6.87265096867887,0.466710362589493,0.00796232162657145,0.366411746207852,0.0163062287125099,0.0810810810810811,128,128,128
"s29",0.857983413796109,6.87613294045641,0.465768622799014,0.00797477650194863,0.365395916659921,0.016323048819329,0.0840840840840841,128,128,128
"s30",0.857923473844159,6.87939363516103,0.464857700560144,0.00798690200295257,0.36441499373117,0.016339323219115,0.0870870870870871,128,128,128
"s31",0.857862788223923,6.88269670762278,0.463975668443213,0.00799871834862195,0.363466813221129,0.0163550871584201,0.0900900900900901,128,128,128
"s32",0.857801090438996,6.88605410848447,0.463120777331382,0.00801024386315597,0.362549400705791,0.0163703726386591,0.0930930930930931,128,128,128
"s33",0.857737816901024,6.88949236573914,0.462291435175916,0.00802149520571301,0.361660950613991,0.0163852087929028,0.0960960960960961,128,128,128
"s34",0.857671584790099,6.89308245183415,0.461486188770451,0.00803248756681452,0.360799808016409,0.0163996222108624,0.0990990990990991,128,128,128
"s35",0.857613199456089,6.89630823179908,0.460703708054607,0.00804323483691685,0.359964452731544,0.0164136372201732,0.102102102102102,128,128,128
"s36",0.857544292942778,6.90003625849704,0.459942772545477,0.00805374975168164,0.359153485415691,0.0164272761306797,0.105105105105105,128,128,128
"s37",0.857481785013971,6.90347507979306,0.459202259566353,0.00806404401765205,0.358365615356281,0.0164405594472868,0.108108108108108,128,128,128
"s38",0.857418627691731,6.90695016899052,0.458481133999297,0.00807412842138271,0.357599649731459,0.016453506056009,0.111111111111111,128,128,128
"s39",0.857354516363331,6.91047558851622,0.457778439334589,0.00808401292454025,0.356854484135197,0.0164661333870887,0.114114114114114,128,128,128
"s40",0.857288840726875,6.91408047277621,0.457093289827854,0.00809370674706191,0.35612909419755,0.0164784575584339,0.117117117117117,128,128,128
"s41",0.857220084172862,6.91784559402393,0.456424863606603,0.0081032184401108,0.355422528155117,0.0164904935021065,0.12012012012012,128,128,128
"s42",0.85716168918575,6.92112278598501,0.455772396593232,0.00811255595028158,0.354733900248131,0.0165022550761701,0.123123123123123,128,128,128
