"","full_pcorr_Euc","full_mse_Euc","full_pcorr_cor","full_mse_cor","full_pcorr_cos","full_mse_cos","lambda","nFeats_Euc","nFeats_cor","nFeats_cos"
"s50",0.924065426082914,3.81308581779238,0.494487243007091,0.00779694948475925,0.415139765368684,0.0158734860504361,0.147147147147147,321,321,321
"s51",0.923993678965206,3.81682434301784,0.493585818348225,0.00780780561971879,0.413896901071372,0.0158923612586883,0.15015015015015,321,321,321
"s52",0.923921969613053,3.82056185535076,0.492704971126077,0.00781843994931338,0.412683588572654,0.0159107629489927,0.153153153153153,321,321,321
"s53",0.923850200548585,3.82430297509872,0.491843896676396,0.00782886149094892,0.411498647090126,0.0159287117825327,0.156156156156156,321,321,321
"s54",0.923778233108836,3.82805432108612,0.491001807329324,0.00783907880248913,0.410340958635401,0.0159462272023462,0.159159159159159,321,321,321
"s55",0.923705868551383,3.83182547053778,0.490177909330048,0.00784910018637059,0.409209473602814,0.0159633275246329,0.162162162162162,321,321,321
"s56",0.923632821054405,3.83563038998141,0.489371442833149,0.00785893365606203,0.408103214582145,0.0159800300085536,0.165165165165165,321,321,321
"s57",0.923558679727173,3.83948962692312,0.488581776830527,0.00786858653599958,0.407021268491934,0.0159963509051325,0.168168168168168,321,321,321
"s58",0.923482849600468,3.84343440105747,0.487808442831092,0.00787806504080519,0.405962761615281,0.0160123054828773,0.171171171171171,321,321,321
"s59",0.923404335026751,3.84752452270762,0.487050973314523,0.007887374680801,0.404926827663546,0.0160279080636324,0.174174174174174,321,321,321
"s60",0.92335316685226,3.85025763553447,0.486308632361297,0.00789652181103351,0.403912599644166,0.0160431721748009,0.177177177177177,321,321,321
"s61",0.923278204782675,3.85415820508441,0.485580429868212,0.00790551435496533,0.402919254117349,0.0160581108648229,0.18018018018018,321,321,321
"s62",0.923200626150099,3.85818897450721,0.484865691369066,0.00791435899757619,0.401946077840138,0.0160727368739752,0.183183183183183,321,321,321
"s63",0.923118972085291,3.8624335928958,0.48416470614118,0.00792305857147463,0.400992470267883,0.0160870620776496,0.186186186186186,321,321,321
"s64",0.923064663790136,3.86532512179693,0.48347815904202,0.00793161641447449,0.400057892468122,0.0161010965349382,0.189189189189189,321,321,321
"s65",0.922982756047441,3.86958256414138,0.482805302831691,0.00794003335410568,0.399141832945367,0.0161148498063249,0.192192192192192,321,321,321
"s66",0.922928044980211,3.87249503452824,0.482144343718963,0.00794829181499473,0.398243501640504,0.0161283354211595,0.195195195195195,321,321,321
"s67",0.922845084604189,3.87680402521226,0.481478093424688,0.00795642119014357,0.39736158138258,0.0161415665871223,0.198198198198198,321,321,321
"s68",0.922789234257196,3.87977377914226,0.480839338983021,0.00796445977167689,0.396495976304897,0.0161545344089776,0.201201201201201,321,321,321
"s69",0.922703659783988,3.8842145068159,0.480211624203284,0.00797237966139562,0.395650995893563,0.0161671887573354,0.204204204204204,321,321,321
"s70",0.922645080722713,3.88733070182355,0.47959460370432,0.00798018452127995,0.394781529932746,0.016179902282712,0.207207207207207,321,321,321
"s71",0.922588689641037,3.89032874400848,0.478987947212195,0.00798787784685657,0.393964370255686,0.0161921575214338,0.21021021021021,321,321,321
"s72",0.922501600813664,3.89484441577623,0.478391338721715,0.00799546297687879,0.39316170626962,0.0162041938598902,0.213213213213213,321,321,321
"s73",0.922441285579973,3.89805020233062,0.477804475714111,0.0080029431023287,0.392373101984712,0.0162160183235119,0.216216216216216,321,321,321
"s74",0.922382306500858,3.90118786926335,0.47722706842648,0.0080103212747967,0.391598139464432,0.0162276376232683,0.219219219219219,321,321,321
"s75",0.922325149892317,3.90422478794316,0.476658839169002,0.00801760041428872,0.390836417881676,0.0162390581734586,0.222222222222222,321,321,321
"s76",0.922235874562558,3.90884598813603,0.476099521686261,0.00802478331650642,0.390087552634163,0.0162502861082941,0.225225225225225,321,321,321
"s77",0.922173051265547,3.91217671118866,0.475548860559342,0.00803187265964193,0.389351174514826,0.0162613272973662,0.228228228228228,321,321,321
"s78",0.922110472541603,3.91549635682297,0.475006610645682,0.00803887101072487,0.388626928933166,0.0162721873600888,0.231231231231231,321,321,321
"s79",0.92204813715781,3.91880497755557,0.474472536553862,0.00804578083155594,0.387914475183983,0.0162828716791925,0.234234234234234,321,321,321
"s80",0.92198604385229,3.92210262759335,0.473946412150803,0.00805260448425846,0.387213485760092,0.0162933854133448,0.237237237237237,321,321,321
"s81",0.921924191336914,3.92538936268725,0.473428020099038,0.00805934423647662,0.386523645705967,0.0163037335089602,0.24024024024024,321,321,321
"s82",0.921862578299847,3.92866523999553,0.472917151421899,0.00806600226624649,0.38584465200946,0.0163139207112624,0.243243243243243,321,321,321
"s83",0.921801203407916,3.931930317956,0.47241360509466,0.00807258066656399,0.385176213029002,0.0163239515746528,0.246246246246246,321,321,321
"s84",0.921740065308823,3.93518465616658,0.47191718765982,0.00807908144967154,0.384518047953866,0.0163338304724366,0.249249249249249,321,321,321
"s85",0.921679162633209,3.93842831527352,0.47142771286486,0.00808550655108386,0.383869886295263,0.0163435616059517,0.252252252252252,321,321,321
"s86",0.921618493996588,3.94166135686705,0.470945001320947,0.00809185783337126,0.383231467406239,0.0163531490131445,0.255255255255255,321,321,321
"s87",0.921558058001148,3.94488384338357,0.470468880181146,0.00809813708971743,0.382602540028451,0.0163625965766305,0.258258258258258,321,321,321
"s88",0.921497853237431,3.94809583801443,0.469999182836878,0.00810434604726754,0.381982861864087,0.0163719080312766,0.261261261261261,321,321,321
"s89",0.921437878285909,3.95129740462042,0.469535748631359,0.00811048637028093,0.381372199171293,0.0163810869713378,0.264264264264264,321,321,321
"s90",0.921378131718444,3.95448860765193,0.46907842258896,0.00811655966310177,0.38077032638161,0.0163901368571781,0.267267267267267,321,321,321
"s91",0.921318612099666,3.95766951207425,0.468627055159422,0.00812256747295993,0.38017702573802,0.0163990610216054,0.27027027027027,321,321,321
"s92",0.921259317988245,3.96084018329775,0.468181501975986,0.00812851129261334,0.3795920869523,0.016407862675845,0.273273273273273,321,321,321
"s93",0.921200247938085,3.96400068711254,0.467741623626547,0.00813439256284238,0.379015306880508,0.0164165449151758,0.276276276276276,321,321,321
"s94",0.92114140049944,3.9671510896275,0.46730728543702,0.00814021267480588,0.378446489215446,0.0164251107242523,0.279279279279279,321,321,321
"s95",0.921082774219947,3.97029145721318,0.466878357266141,0.00814597297226783,0.377885444195092,0.0164335629821314,0.282282282282282,321,321,321
"s96",0.921024367645601,3.97342185644851,0.466454713311012,0.00815167475370284,0.377331988326027,0.016441904467025,0.285285285285285,321,321,321
"s97",0.920966179321651,3.976542354071,0.466036231922729,0.00815731927428836,0.376785944120946,0.0164501378607934,0.288288288288288,321,321,321
"s98",0.920908207793445,3.97965301693021,0.465622795431469,0.00816290774779054,0.376247139849428,0.0164582657531987,0.291291291291291,321,321,321
"s99",0.920850451607214,3.98275391194435,0.465214289980489,0.00816844134835038,0.375715409301184,0.0164662906459306,0.294294294294294,321,321,321
"s100",0.920792909310798,3.98584510605967,0.464810605368491,0.00817392121217651,0.375190591561037,0.0164742149564208,0.297297297297297,321,321,321
"s101",0.920735579454329,3.98892666621264,0.464411634899856,0.00817934843915007,0.374672530794985,0.0164820410214577,0.3003003003003,321,321,321
"s102",0.92067846059086,3.99199865929471,0.464017275242312,0.00818472409434716,0.374161076046678,0.0164897711006143,0.303303303303303,321,321,321
"s103",0.920621551276954,3.99506115211935,0.463627426291571,0.00819004920948373,0.373656081043736,0.0164974073794998,0.306306306306306,321,321,321
"s104",0.920564850073226,3.9981142113914,0.463241991042563,0.00819532478428763,0.373157404013353,0.0165049519728471,0.309309309309309,321,321,321
"s105",0.920508355544853,4.00115790367853,0.462860875466878,0.00820055178780198,0.372664907506651,0.016512406927443,0.312312312312312,321,321,321
"s106",0.920452066262042,4.00419229538465,0.462483988396067,0.00820573115962396,0.372178458231321,0.016519774224914,0.315315315315315,321,321,321
"s107",0.920395980800464,4.00721745272517,0.462111241410476,0.00821086381108277,0.371697926892074,0.016527055784373,0.318318318318318,321,321,321
