,cid
2387,78151
2388,70153
2389,57357963
2390,6504
2391,23452781
2392,11996452
2393,3656473
2394,2733294
2395,18539813
2396,97987
2397,3017811
2398,93019
2399,5284607
2400,7924
2401,62182
2402,75715
2403,243675
2404,25916
2405,6429218
2406,605629
2407,219461
2408,12352
2409,12361768
2410,6445555
2411,62098
2412,5367848
2413,240117
2414,11253924
2415,246728
2416,41742
2417,5280341
2418,92083
2419,31291
2420,4682590
2421,6431477
2422,563
2423,6436488
2424,338
2425,5354499
2426,11855994
2427,24116
2428,2507689
2429,87637
2430,14505
2431,10197810
2432,6985
2433,104471
2434,10448
2435,14295
2436,6482
2437,5283357
2438,2733977
2439,246089
2440,8182
2441,7531
2442,5352460
2443,85568
2444,5362563
2445,20656016
2446,18000835
2447,73114
2448,71587277
2449,3020082
2450,5352808
2451,92283
2452,173312
2453,61875
2454,527424
2455,11807
2456,15037
2457,6450452
2458,61210
2459,97996
2460,24516
2461,105392
2462,5365992
2463,8003
2464,61007
2465,6428802
2466,87198
2467,5365850
2468,10920542
2469,8175
2470,12338
2471,61171
2472,85703
2473,5365912
2474,11363
2475,106871
2476,81040
2477,8833
2478,5355254
2479,6430159
2480,6931727
2481,14235
2482,324224
2483,6998928
2484,22873
2485,24115
2486,6437467
2487,62166
2488,560255
2489,19707
2490,24508
2491,162493
2492,74137
2493,69516
2494,6432308
2495,7632
2496,109263
2497,10362
2498,116562
2499,71544
2500,11883
2501,61313
2502,11830590
2503,6455146
2504,231325
2505,440966
2506,7896
2507,3020401
2508,11543
2509,106740
2510,53436911
2511,22082179
2512,62571
2513,5281521
2514,62220
2515,61985
2516,12329
2517,108625
2518,5357153
2519,638132
2520,11509
2521,232703
2522,673160
2523,637090
2524,60980
2525,529049
2526,41570
2527,12217499
2528,6430713
2529,7823
2530,118119
2531,9017
2532,442431
2533,221069
2534,601946
2535,162248
2536,16204529
2537,638024
2538,12613
2539,122594
2540,79409
2541,8365
2542,1549026
2543,527442
2544,82664
2545,6994068
2546,957
2547,18827
2548,6999975
2549,7057972
2550,7975
2551,84216
2552,7413
2553,6436330
2554,712
2555,61658
2556,31954
2557,28930
2558,7799
2559,87630
2560,10261
2561,14529
2562,61914
2563,7162054
2564,4788
2565,20841446
2566,9815427
2567,90899
2568,21363
2569,20861
2570,61319
2571,69885
2572,15395
2573,6442642
2574,20350
2575,528707
2576,32065
2577,12248
2578,106442
2579,92256353
2580,26447
2581,520194
2582,86799
2583,6435869
2584,10725569
2585,17129
2586,6428570
2587,175609
2588,6753
2589,385
2590,5365049
2591,5362661
2592,440968
2593,2724161
2594,31241
2595,3033866
2596,12304610
2597,534931
2598,5460291
2599,240119
2600,880
2601,62660
2602,445639
2603,101137
2604,5462814
2605,3086639
2606,86748
2607,62583
2608,642039
2609,5735
2610,120101
2611,30247
2612,41685
2613,5364399
2614,520455
2615,11230
2616,74112
2617,494311
2618,12141
2619,83655
2620,21918450
2621,16913
2622,61098
2623,5372353
2624,7657
2625,6437468
2626,5363120
2627,4458
2628,19543
2629,529623
2630,103852
2631,106742
2632,5463935
2633,526708
2634,16213732
2635,29574
2636,109467
2637,222
2638,61020
2639,8127
2640,6343
2641,61955
2642,64805
2643,24191
2644,103499
2645,1551245
2646,11266244
2647,121237820
2648,6533
2649,79148
2650,101696
2651,1549019
2652,6259976
2653,526616
2654,7459
2655,95330
2656,643723
2657,76319594
2658,20959
2659,54048924
2660,97707
2661,5363527
2662,7184
2663,23497922
2664,61452
2665,16204499
2666,99818
2667,5353011
2668,6374524
2669,6433715
2670,8195
2671,162627
2672,8908
2673,6428428
2674,22629
2675,101297586
2676,5317570
2677,7461
2678,5797328
2679,534969
2680,5325911
2681,6430888
2682,526853
2683,61431
2684,14425
2685,6432923
2686,6989
2687,17586
2688,10659
2689,229888
2690,6437544
2691,6437300
2692,17000
2693,15897831
2694,5352428
2695,10857465
2696,61151
2697,38679
2698,1381163
2699,106829
2700,520108
2701,102604
2702,520420
2703,7593
2704,984
2705,1715134
2706,11138191
2707,67521
2708,6438313
2709,71587756
2710,65425
2711,62336
2712,6365451
2713,12988
2714,62237
2715,15560285
2716,110543
2717,9316
2718,107073
2719,12756
2720,5318557
2721,62105
2722,6434672
2723,53423642
2724,50216
2725,228993
2726,5273465
2727,61521
2728,88301
2729,5355293
2730,521334
2731,12264
2732,111402
2733,40749
2734,166523
2735,120048
2736,111547
2737,226249
2738,6427108
2739,15196
2740,8918
2741,8207
2742,27868
2743,5280934
2744,7363
2745,31223
2746,7909
2747,62000
2748,7771
2749,19309
2750,525
2751,7058
2752,72300
2753,11221120
2754,86208
2755,109095
2756,1550489
2757,444212
2758,7824
2759,60990
2760,95466
2761,71587376
2762,7848
2763,5365699
2764,12729
2765,2724896
2766,117568
2767,61586
2768,62151
2769,6930
2770,3017418
2771,443183
2772,101536
2773,12309449
2774,2345
2775,74008
2776,14931226
2777,522255
2778,7362
2779,523918
2780,19165
2781,447765
2782,6365780
2783,3018907
2784,537682
2785,14311
2786,15607
2787,102562
2788,4932
2789,79552
2790,520911
2791,65428
2792,11095734
2793,7583
2794,5352974
2795,18698
2796,7162055
2797,71587572
2798,10947
2799,16846
2800,5362620
2801,17868
2802,12009861
2803,80046
2804,3023610
2805,12741
2806,11613
2807,91388
2808,18938
2809,21723990
2810,535026
2811,61634
2812,6334
2813,15743318
2814,3034828
2815,10457
2816,26179
2817,11572
2818,61302
2819,5371102
2820,964
2821,1201530
2822,11357212
2823,34590
2824,5363741
2825,5368076
2826,14986
2827,61402
2828,125
2829,519203
2830,12230
2831,89560
2832,94569
2833,998
2834,16213731
2835,520326
2836,308
2837,757
2838,110373
2839,326
2840,118201
2841,5362567
2842,74279
2843,95016
2844,5364495
2845,5284499
2846,8086
2847,6950479
2848,6005821
2849,7793
2850,33166
2851,16864
2852,61661
2853,12209
2854,13663
2855,22303
2856,61153
2857,74648
2858,30231
2859,2723653
2860,62490
2861,110923
2862,104224
2863,969516
2864,12025
2865,15755823
2866,5352557
2867,5355853
2868,6437677
2869,20534
2870,7614
2871,6428782
2872,8093
2873,163617
2874,62907
2875,13654
2876,12257
2877,12999
2878,12867949
2879,16679
2880,108764
2881,110747
2882,62578
2883,174766
2884,10149036
2885,5364231
2886,5371084
2887,106936
2888,62624
2889,167812
2890,61003
2891,61015
2892,5362581
2893,3034895
2894,160064
2895,60997
2896,111394
2897,61096
2898,71336211
2899,162458
2900,6437243
2901,62835
2902,62328
2903,102916
2904,6819
2905,6937
2906,5315347
2907,8901
2908,61951
2909,24680
2910,5319765
2911,5367536
2912,11406
2913,101921
2914,119674
2915,13852
2916,81359
2917,6436311
2918,44079
2919,31251
2920,7989
2921,90586
2922,14079
2923,7959
2924,9793908
2925,68968644
2926,53654
2927,57350395
2928,17623
2929,79803
2930,5366155
2931,117305
2932,439846
2933,85224
2934,79554
2935,6432211
2936,5280511
2937,4488713
2938,107071
2939,103875
2940,3020012
2941,66327
2942,7151
2943,222656
2944,19603
2945,5486616
2946,5284421
2947,6364
2948,42538
2949,10927
2950,30914
2951,5463791
2952,582291
2953,280190
2954,9251
2955,61359
2956,522674
2957,8116
2958,5362572
2959,12600623
2960,5283336
2961,3018539
2962,86749
2963,102779
2964,113640
2965,67144
2966,8710
2967,528135
2968,240121
2969,1146
2970,5462398
2971,5362833
2972,169110
2973,26331
2974,43045
2975,538506
2976,6536892
2977,31224
2978,7781
2979,21006
2980,16899
2981,6915
2982,6435841
2983,166517
2984,61206
2985,92313
2986,9862
2987,13367
2988,75427
2989,15369664
2990,95392
2991,10895
2992,15701285
2993,169321
2994,12348
2995,7194
2996,94001
2997,69154
2998,110740
2999,5960065
3000,12391
3001,61660
3002,1549992
3003,74563
3004,5367412
3005,6436780
3006,8892
3007,228769
3008,9589
3009,8121
3010,442362
3011,109457
3012,17244
3013,8137
3014,118641
3015,14057
3016,25325
3017,164422
3018,8900
3019,13854
3020,141850
3021,3016085
3022,5366408
3023,50212
3024,6432474
3025,5322111
3026,61403
3027,12206
3028,5367531
3029,8858
3030,60979
3031,12386
3032,241
3033,5980396
3034,6276
3035,9856149
3036,22227
3037,445858
3038,442368
3039,5355152
3040,102714
3041,8114
3042,8878
3043,7381
3044,5312351
3045,2734864
3046,103648
3047,6437442
3048,7225
3049,7616
3050,11002
3051,522514
3052,853433
3053,6433089
3054,8698
3055,6537093
3056,74901
3057,6428990
3058,94579
3059,226311
3060,71587170
3061,107057
3062,5365891
3063,8439
3064,7663
3065,5367766
3066,76722
3067,12150
3068,16063533
3069,6008212
3070,70972
3071,24874
3072,74408
3073,108244
3074,22096564
3075,16441
3076,443167
3077,6631
3078,103378
3079,9024
3080,3084311
3081,243670
3082,14919
3083,5364409
3084,23832
3085,53750858
3086,61407
3087,112152
3088,6431476
3089,56843582
3090,529379
3091,636687
3092,16081706
3093,8112
3094,5370101
3095,637756
3096,3086255
3097,5324052
3098,61954
3099,75664
3100,3032853
3101,61840
3102,6616
3103,442495
3104,13204
3105,61137
3106,11447401
3107,119831
3108,68346
3109,93649
3110,17685
3111,61262
3112,20473563
3113,98346
3114,85741
3115,25099817
3116,17090
3117,12765
3118,82227
3119,16330
3120,90972
3121,1083514
3122,62469
3123,112492
3124,250096
3125,16205025
3126,61945
3127,19872333
3128,6366434
3129,7302
3130,303711
3131,57495095
3132,62128
3133,69721
3134,3019015
3135,1713001
3136,248488
3137,10453
3138,10885
3139,7269
3140,103034
3141,84559
3142,7173971
3143,53470669
3144,7224
3145,98781
3146,459494
3147,61126
3148,53422899
3149,575405
3150,550768
3151,53425122
3152,61531
3153,7662
3154,7758
3155,6445771
3156,163418
3157,109468
3158,106770
3159,10335
3160,106697
3161,6428088
3162,5362819
3163,47649
3164,5356544
3165,5282714
3166,11322274
3167,21932486
3168,4564493
3169,6441135
3170,18185507
3171,89463
3172,442343
3173,94378
3174,61990
3175,31231
3176,20487
3177,522111
3178,83652
3179,61134
3180,21870
3181,111037
3182,84614
3183,111044
3184,656467
3185,14504
3186,138859
3187,6436486
3188,17131
3189,8419
3190,330573
3191,19499
3192,10123
3193,66751
3194,6428574
3195,6537739
3196,62453
3197,5283363
3198,10797
3199,6432469
3200,126
3201,5352838
3202,11962
3203,114530
3204,6652
3205,193458
3206,1549778
3207,7168192
3208,7284
3209,12367
3210,3025939
3211,31277
3212,85520
3213,519823
3214,6428089
3215,522676
3216,517827
3217,44154170
3218,101976
3219,5354883
3220,12177
3221,10015
3222,5352435
3223,61135
3224,3022909
3225,8052
3226,15146
3227,62911
3228,12518
3229,525330
3230,3015925
3231,162309
3232,836904
3233,23377482
3234,12127
3235,10329459
3236,529352
3237,17525
3238,61457
3239,101363
3240,5354897
3241,11748
3242,33637
3243,443178
3244,57429407
3245,62434
3246,98012
3247,5362584
3248,2839751
3249,556916
3250,65427
3251,7002
3252,16081708
3253,109640
3254,1549045
3255,8007
3256,13357
3257,12004383
3258,208863
3259,3034034
3260,1201528
3261,7580
3262,8158
3263,3018210
3264,3486665
3265,8635
3266,8633
3267,172843
3268,89539
3269,545739
3270,62387
3271,118782
3272,8143
3273,6781
3274,6437654
3275,8899
3276,77698
3277,517637
3278,67406
3279,60999
3280,574068
3281,1252759
3282,15571
3283,11323257
3284,61208
3285,92002
3286,16701
3287,23623868
3288,5956805
3289,441572
3290,12306047
3291,44145973
3292,10106
3293,3023951
3294,5367706
3295,10931630
3296,61896
3297,7974
3298,6430759
3299,229377
3300,38415
3301,5702654
3302,6430151
3303,21158617
3304,547907
3305,549586
3306,75554
3307,6437737
3308,106827
3309,1268142
3310,6437002
3311,5367698
3312,31269
3313,16900
3314,6493
3315,439223
3316,61400
3317,7599
3318,5385520
3319,7921
3320,8025
3321,80408
3322,6438196
3323,166504
3324,5463238
3325,6431223
3326,5282650
3327,6656
3328,61260
3329,6428443
3330,142266
3331,442359
3332,87632
3333,228343
3334,6569
3335,346286
3336,169830
3337,5084146
3338,61967
3339,23104
3340,3066538
3341,18309
3342,6430180
3343,7361
3344,3023273
3345,642376
3346,165224
3347,2734646
3348,1548901
3349,227829
3350,13220327
3351,5364778
3352,82336
3353,12580
3354,77652
3355,3018221
3356,112172
3357,7894
3358,12635160
3359,11064349
3360,22336876
3361,5320609
3362,24624
3363,109387
3364,110370
3365,10873
3366,15613
3367,5320722
3368,6435866
3369,8160
3370,7012
3371,79065
3372,6951715
3373,12662
3374,159055
3375,12315492
3376,5281535
3377,17816
3378,20928
3379,20378
3380,7343
3381,108443
3382,53435896
3383,14064911
3384,121774
3385,8060
3386,6971248
3387,101362
3388,8554
3389,101602
3390,15219341
3391,26335
3392,5319693
3393,10282
3394,5365991
3395,5311408
3396,102507
3397,31404
3398,1136
3399,5352972
3400,6986
3401,94174
3402,6432852
3403,5369459
3404,34645
3405,162213
3406,273
3407,5363389
3408,11007913
3409,138508
3410,90473619
3411,7780
3412,16315
3413,6427091
3414,62345
3415,101365
3416,107272
3417,6438319
3418,78126
3419,7997
3420,18826
3421,5367719
3422,94014
3423,643001
3424,109127
3425,94354
3426,16058296
3427,548370
3428,20357
3429,7148
3430,3094320
3431,533700
3432,528704
3433,111369
3434,21003
3435,7983
3436,93073
3437,91978
3438,30771
3439,6552009
3440,15540144
3441,109455
3442,21596
3443,6428793
3444,7211
3445,5281516
3446,529481
3447,21885377
3448,155708
3449,524975
3450,10444425
3451,2519
3452,7702
3453,160799
3454,76922
3455,33931
3456,7712
3457,5363206
3458,7476
3459,56959606
3460,7797
3461,5352973
3462,12044
3463,15068
3464,103826
3465,17839537
3466,101750
3467,103380
3468,85724
3469,82661
3470,61897
3471,24986
3472,94335
3473,12327
3474,309
3475,5362736
3476,62106
3477,100930
3478,5282108
3479,62131
3480,68482
3481,61715
3482,5352459
3483,79582
3484,11340
3485,64812
3486,7156991
3487,1585264
3488,1550470
3489,5365069
3490,10867438
3491,61290
3492,66678
3493,61832
3494,5375215
3495,5744267
3496,106745
3497,527393
3498,61633
3499,14896
3500,7775
3501,527108
3502,317052
3503,521300
3504,79782
3505,106672
3506,31260
3507,11168
3508,21057
3509,31253
3510,111351
3511,13436
3512,5374527
3513,19100
3514,6950274
3515,10224
3516,5352371
3517,544155
3518,7858
3519,14286
3520,1549025
3521,14486
3522,102861
3523,6365665
3524,557223
3525,537619
3526,175220
3527,8092
3528,5316879
3529,107068
3530,11736563
3531,62117
3532,6440397
3533,118928
3534,5283349
3535,4
3536,6504499
3537,176983
3538,12777
3539,66929
3540,61416
3541,101977
3542,518856
3543,97885
3544,7782
3545,95457
3546,5363140
3547,98218
3548,56843050
3549,118521
3550,62349
3551,78954
3552,24113
3553,17739
3554,6365696
3555,162268
3556,1550886
3557,10702081
3558,442461
3559,162239
3560,90733
3561,15077
3562,6431224
3563,175572
3564,8857
3565,80960
3566,12306048
3567,93199
3568,827
3569,562563
3570,5280371
3571,7704
3572,7519
3573,61229
3574,5354833
3575,175366
3576,121738
3577,23368
3578,518472
3579,161960
3580,5362695
3581,5281519
3582,80865
3583,80790
3584,10231
3585,5352819
3586,20739
3587,7391
3588,40380
3589,79457
3590,529770
3591,3327
3592,6658
3593,123388
3594,95266
3595,66337
3596,100197
3597,53426546
3598,3026
3599,91496
3600,70129
3601,221668
3602,5288845
3603,7057904
3604,525372
3605,8026
3606,69415
3607,641423
3608,16778
3609,5270723
3610,69600
3611,229385
3612,6326181
3613,5352876
3614,5363118
3615,5284507
3616,62087
3617,3018619
3618,7644
3619,164355
3620,17355
3621,118181
3622,567305
3623,9815980
3624,31265
3625,5354238
3626,6437739
3627,6365761
3628,20519098
3629,529253
3630,90773
3631,26332
3632,61252
3633,642783
3634,5355857
3635,5463875
3636,288227
3637,6438069
3638,12247
3639,26955
3640,74363
3641,5752319
3642,8767
3643,88038
3644,6435833
3645,679
3646,8821
3647,86559
3648,77840
3649,10396
3650,7635
3651,7439
3652,5323652
3653,27458
3654,11506817
3655,31219
3656,31492
3657,82511
3658,6431151
3659,7800
3660,12178
3661,5282707
3662,10748
3663,526177
3664,62183
3665,6366381
3666,6429292
3667,64807
3668,6998
3669,10795
3670,92572
3671,106725
3672,5463842
3673,8091
3674,644216
3675,447661
3676,6632
3677,12410118
3678,31268
3679,162418
3680,86558
3681,5312350
3682,5018391
3683,94886
3684,7239
3685,6951714
3686,110655
3687,16204532
3688,6324
3689,5463954
3690,637520
3691,12045
3692,560879
3693,84234
3694,7353
3695,22952976
3696,21909238
3697,29933357
3698,71587757
3699,21434157
3700,7966
3701,8021
3702,6877
3703,7469
3704,5358336
3705,19243
3706,79547
3707,643135
3708,220076
3709,548235
3710,12297
3711,119853
3712,112457
3713,5366844
3714,92543
3715,61192
3716,74360
3717,95595
3718,519158
3719,5321950
3720,529496
3721,102820
3722,12993
3723,441005
3724,61663
3725,7364
3726,161683
3727,8184
3728,88454
3729,11124
3730,5862476
3731,9609
3732,135
3733,7794
3734,6428573
3735,2724897
3736,62902
3737,31283
3738,78653
3739,524461
3740,229
3741,11264039
3742,85979
3743,5365916
3744,62362
3745,103404
3746,61342
3747,3034278
3748,162292
3749,8163
3750,12344
3751,61005
3752,112412
3753,5363203
3754,6360
3755,1201521
3756,61334
3757,37065
3758,162479
3759,5463762
3760,9833996
3761,162626
3762,15450
3763,854
3764,642887
3765,53411110
3766,11686063
3767,62572
3768,5365027
3769,61953
3770,235414
3771,7562
3772,7728
3773,111378
3774,16670
3775,81464
3776,11449
3777,346281
3778,114558
3779,540124
3780,61346
3781,61839
3782,6777
3783,66963592
3784,18898
3785,6017272
3786,549715
3787,79248
3788,12810
3789,67285
3790,227085
3791,6433750
3792,93832
3793,6436710
3794,526931
3795,325
3796,20372966
3797,16220109
3798,10882
3799,108446
3800,5370052
3801,111989
3802,529907
3803,61503
3804,118088
3805,101555
3806,41285
3807,106748
3808,67146
3809,28151
3810,61282
3811,8146
3812,56969824
3813,30747
3814,14818318
3815,570530
3816,107333
3817,13216
3818,76877
3819,104513
3820,443156
3821,21554596
3822,10560
3823,526661
3824,60968
3825,6432475
3826,7055
3827,6441026
3828,5362566
3829,5283345
3830,35349
3831,71306906
3832,6835
3833,18635
3834,61093
3835,53428828
3836,5463804
3837,5283321
3838,66282
3839,643915
3840,166341
3841,1060
3842,21625
3843,61185
3844,86851
3845,1738122
3846,6434541
3847,5063293
3848,61275
3849,519786
3850,548353
3851,105651
3852,66021
3853,6378
3854,65036
3855,12389
3856,108518
3857,442348
3858,11517
3859,93046
3860,876160
3861,6365607
3862,100939
3863,69523
3864,73456809
3865,24585
3866,78903
3867,12980878
3868,10248
3869,15909
3870,522677
3871,166486
3872,9256
3873,88267
3874,102993
3875,6506
3876,5362580
3877,2355
3878,35821
3879,7984
3880,7707
3881,6441873
3882,528308
3883,111274
3884,6027
3885,71571511
3886,53424394
3887,6086514
3888,53683233
3889,10934
3890,176439
3891,31211
3892,5463228
3893,5356250
3894,6427105
3895,106523
3896,20838599
3897,529346
3898,6429333
3899,61052
3900,15448
3901,6437982
3902,5364941
3903,1123
3904,61071
3905,641248
3906,23623724
3907,8768
3908,5362591
3909,91116
3910,11815386
3911,11424363
3912,7150
3913,44147198
3914,44145443
3915,521869
3916,55253565
3917,89802
3918,228548
3919,162595
3920,76674
3921,92139
3922,75552
3923,11770062
3924,61834
3925,61979
3926,6427787
3927,5472296
3928,562228
3929,7936
3930,519129
3931,5283328
3932,58
3933,5283381
3934,5325912
3935,117336
3936,11614
3937,7530
3938,8068
3939,5364397
3940,543562
3941,67480918
3942,10954
3943,7462
3944,8049
3945,87466
3946,1339314
3947,92874
3948,31209
3949,5364291
3950,10024
3951,529052
3952,18686
3953,6436969
3954,8454
3955,7505
3956,65300
3957,69091
3958,521332
3959,5971
3960,5364631
3961,7335
3962,6951724
3963,162249
3964,520395
3965,13854255
3966,7685
3967,5478986
3968,61129
3969,61771
3970,560109
3971,17166
3972,18598146
3973,68031393
3974,90790
3975,5354280
3976,3086443
3977,11085796
3978,3017923
3979,5273469
3980,92108
3981,11196
3982,58004815
3983,5367391
3984,175661
3985,121739
3986,69963
3987,1565622
3988,6558
3989,5369371
3990,7193
3991,5281929
3992,5352450
3993,118292
3994,5875676
3995,5355899
3996,62575
3997,1491
3998,138491
3999,281853
4000,9007
4001,136335
4002,6436989
4003,29421
4004,10817
4005,181747
4006,100240
4007,11387
4008,62378
4009,6612
4010,7465
4011,11559
4012,5283308
4013,33960
4014,10561017
4015,17243
4016,10176881
4017,439711
4018,27440
4019,62876
4020,109413
4021,5271574
4022,568076
4023,6366609
4024,107098
4025,284
4026,6393846
4027,14918
4028,9989
4029,62444
4030,3084764
4031,5363233
4032,109550
4033,529344
4034,61835
4035,5282716
4036,62752
4037,5363537
4038,11584
4039,10451
4040,637517
4041,6379721
4042,61664
4043,3023839
4044,226486
4045,5283316
4046,78925
4047,175002
4048,17356
4049,3022846
4050,522422
4051,6997342
4052,11658617
4053,19802
4054,8134
4055,9834711
4056,10219851
4057,228604
4058,74791
4059,46941523
4060,6440993
4061,23347
4062,29025
4063,98106
4064,11574
4065,87166
4066,21149427
4067,2346
4068,3853254
4069,3321360
4070,110542
4071,5323650
4072,6428327
4073,61467
4074,61406
4075,93375
4076,61435
4077,163620
4078,7687
4079,11006
4080,5352690
4081,3034843
4082,20046
4083,10199055
4084,23110
4085,6537490
4086,73555318
4087,11413787
4088,6951712
4089,61384
4090,20748
4091,7770
4092,6427080
4093,20799
4094,57375717
4095,37066
4096,5323920
4097,13849
4098,160641
4099,6427789
4100,6435837
4101,61155
4102,12315259
4103,109140
4104,61295
4105,229384
4106,106714
4107,6951703
4108,66823518
4109,105896
4110,103719
4111,61051
4112,11086
4113,45160950
4114,22692
4115,6609
4116,81572
4117,10444
4118,6430307
4119,93111
4120,642117
4121,82493
4122,10393
4123,78122470
4124,7057971
4125,523035
4126,6435838
4127,8863
4128,5251
4129,94349
4130,138818
4131,15290
4132,89724
4133,8467
4134,69354
4135,61995
4136,11815467
4137,11240503
4138,5364789
4139,75153
4140,6432706
4141,18280
4142,21265
4143,8376
4144,68252
4145,11263567
4146,19633
4147,256071
4148,219672
4149,6431207
4150,73818
4151,90843
4152,379
4153,61006
4154,9473
4155,5362792
4156,638139
4157,61050
4158,7725
4159,11332852
4160,92030006
4161,6436374
4162,5463906
4163,173535
4164,23616
4165,28905
4166,642793
4167,61662
4168,105755
4169,109458
4170,5462986
4171,6437178
4172,5373603
4173,4840
4174,6437720
4175,6435835
4176,519907
4177,1714993
4178,21895
4179,5270709
4180,68110
4181,8400
4182,5355856
4183,44153717
4184,5372195
4185,71356702
4186,7044
4187,175596
4188,7643
4189,6435882
4190,93838
4191,106866
4192,10582
4193,520296
4194,102120
4195,61585
4196,16418
4197,105594
4198,90884
4199,6874
4200,102667
4201,24117
4202,228588
4203,112053
4204,6436625
4205,163588
4206,122549
4207,11409
4208,5363453
4209,54678494
4210,522458
4211,5315892
4212,100941
4213,3018500
4214,521326
4215,6736
4216,6931726
4217,5282724
4218,61989
4219,2682
4220,12507
4221,13577
4222,5355850
4223,7037
4224,6881
4225,31263
4226,62588
4227,5362583
4228,24755581
4229,86834
4230,122941
4231,5367475
4232,735940
4233,98461
4234,114535
4235,11434978
4236,14860
4237,11094871
4238,79240
4239,7359
4240,5365589
4241,62231
4242,529055
4243,98497
4244,875
4245,6997
4246,20358
4247,230995
4248,62553
4249,12293
4250,6436850
4251,109464
4252,62241
4253,7107
4254,61641
4255,5352770
4256,11095260
4257,2266
4258,112162
4259,6437207
4260,12181
4261,177
4262,19844
4263,263034
4264,5362798
4265,8148
4266,79828
4267,5352874
4268,11622
4269,529388
4270,61310
4271,94282
4272,173534
4273,10223
4274,6537958
4275,529300
4276,5315941
4277,84467
4278,230525
4279,10955174
4280,70962
4281,11576
4282,10823
4283,287439
4284,641834
4285,15031854
4286,85803
4287,6436582
4288,70456
4289,170833
4290,2998
4291,11176
4292,36081
4293,61746
4294,162476
4295,5318516
4296,8176
4297,62447
4298,244
4299,6429195
4300,71587758
4301,7501
4302,17365
4303,517791
4304,6919
4305,5406442
4306,22235151
4307,8042
4308,113204
4309,11335
4310,13270883
4311,4947
4312,5364998
4313,61046
4314,61453
4315,19863975
4316,110977
4317,162413
4318,62912
4319,20446
4320,11567
4321,439569
4322,62897
4323,7761
4324,243
4325,537615
4326,236
4327,73690
4328,7929
4329,221455
4330,5370599
4331,57346909
4332,20508
4333,108505
4334,8167
4335,20967
4336,78052
4337,5315592
4338,33135
4339,753
4340,7021340
4341,162030
4342,78006
4343,35785
4344,79544
4345,99332
4346,251530
4347,7093102
4348,5362854
4349,8113
4350,58165301
4351,106746
4352,20210
4353,671235
4354,61361
4355,8347
4356,6562
4357,6321405
4358,78236
4359,6568
4360,178
4361,101364
4362,75263
4363,521348
4364,6982
4365,135191
4366,261491
4367,20970
4368,11265
4369,170977
4370,1549660
4371,97842
4372,5352774
4373,636822
4374,55295881
4375,11019061
4376,3782139
4377,5319038
4378,3015979
4379,2724159
4380,61446
4381,61918
4382,90592
4383,11789380
4384,14228
4385,174490
4386,5355858
4387,6435876
4388,595928
4389,61325
4390,6436881
4391,5054
4392,61922
4393,6112709
4394,444972
4395,106739
4396,62368
4397,113514
4398,8471
4399,13463446
4400,62003
4401,85522
4402,520895
4403,5364230
4404,7119
4405,121646
4406,70520
4407,5273468
4408,6436491
4409,1031
4410,21595
4411,41270
4412,89559
4413,14297102
4414,61410
4415,5366203
4416,8582
4417,80024
4418,9018
4419,7710
4420,5281162
4421,198512
4422,66330
4423,85521
4424,643941
4425,23686
4426,89479
4427,125207
4428,7197
4429,5365706
4430,79089
4431,93831
4432,8020
4433,176
4434,7043
4435,3016598
4436,15824502
4437,521873
4438,7304
4439,101023
4440,64763
4441,103655
4442,175170
4443,162392
4444,112045
4445,38762
4446,527445
4447,62095
4448,112240
4449,6450204
4450,6435868
4451,93236
4452,3578033
4453,10315
4454,5362832
4455,6544
4456,137281
4457,19695
4458,5352463
4459,12266
4460,98403
4461,221641
4462,5355855
4463,10452
4464,5280656
4465,60995
4466,7392
4467,47922
4468,548221
4469,5743410
4470,6428927
4471,522171
4472,69351
4473,5352626
4474,10363
4475,15435
4476,69884
4477,24578
4478,699489
4479,22386
4480,61200
4481,61845
4482,10228
4483,3085846
4484,5463840
4485,2214
4486,111255
4487,11529
4488,16220110
4489,12263583
4490,10154345
4491,6441344
4492,8050
4493,78160
4494,11219061
4495,7820
4496,6363
4497,78750
4498,522673
4499,5355854
4500,11173
4501,12530
4502,42978
4503,5364920
4504,74004
4505,6432903
4506,5352162
4507,7796
4508,16081707
4509,62580
4510,62127
4511,114233
4512,6365389
4513,118487
4514,73955
4515,62321
4516,11552
4517,12265
4518,2724626
4519,12170
4520,61040
4521,6210220
4522,175273
4523,82229
4524,5352539
4525,14862
4526,6804
4527,3662099
4528,61942
4529,228583
4530,16063567
4531,112494
4532,12174
4533,44149601
4534,61984
4535,137059
4536,5283337
4537,342
4538,11264633
4539,5463913
4540,54682930
4541,91354
4542,66338
4543,6992611
4544,7714
4545,7646
4546,5283317
4547,6514
4548,5365849
4549,117477
4550,104598
4551,7915
4552,183870
4553,6450281
4554,4120025
4555,121719
4556,5463910
4557,14296
4558,25611
4559,643757
4560,61304
4561,162409
4562,9895
4563,22034852
4564,31286
4565,61700
4566,107166
4567,86733
4568,1616260
4569,161993
4570,66768
4571,5281522
4572,439568
4573,5317045
4574,5368236
4575,9027
4576,53930276
4577,20745
4578,106674
4579,175211
4580,71587678
4581,12844
4582,31214
4583,3485
4584,10856614
4585,11617
4586,7768
4587,6436548
4588,5368797
4589,521790
4590,7674
4591,5362595
4592,6437473
4593,72919
4594,7007
4595,11982
4596,11332546
4597,10861
4598,6430878
4599,5357002
4600,20372968
4601,11525
4602,79581
4603,121232748
4604,3354132
4605,71587802
4606,7455
4607,11579
4608,62465
4609,157995
