,1p_geranoil_logFC,p01_anisaldehyde_logFC,10p_p2octanol_logFC,1p_pyridine_logFC,p1_isovalericAcid_logFC,1M_nMenthol_logFC,1p_bCaryophyllene_logFC,1p_pLimonene_logFC,p01_tmt_logFC,1p_heptanal_logFC,1p_heptanoicAcid_logFC,1p_2heptanone_logFC,1p_methylSalicylate_logFC,1p_isoamylAcetate_logFC,1p_sbt_logFC,1p_isopropylTiglate_logFC,1p_4methylAC_logFC,10p_tmt_logFC,p1_tmt_logFC,1p_linalool_logFC,100p_tmt_logFC,1p_2m2t_logFC,100p_acetophenone_logFC,1p_2hexanone_logFC,1p_2phenylAlcohol_logFC,1p_ethylTiglate_logFC,1p_indole_logFC,100p_sbt_logFC,100p_ebFarnesene_logFC,1p_pDihydrocarveol_logFC,1p_acetophenone_logFC,1p_guaiacol_logFC,1p_2m2p_logFC,1p_Benzaldehyde_logFC,p1_acetophenone_logFC,1p_dimethyltrisulfide_logFC,1p_ntmt_logFC,p01_acetophenone_logFC,1p_transCinnamaldehyde_logFC,100uM_MTMT_logFC,1p_3methyl1butanethiol_logFC,1p_bDamascone_logFC,1p_pCarvone_logFC,1p_dimethylSulfide_logFC,p01_cyclopentanethiol_logFC,1p_ethylButyrate_logFC,1p_tbm_logFC,1p_tmt_logFC,p01_citral_logFC,1p_paraCresol_logFC,10p_n2octanol_logFC,1M_pMenthol_logFC,1p_butyricAcid_logFC,1p_2e3mp_logFC,1p_2hac_logFC,p01_e2butene1thiol_logFC,1p_nCarvone_logFC,1p_nDihydrocarveol_logFC,p01_sbt_logFC,77p_dhb_logFC,1p_aPinene_logFC,1p_Octanal_logFC,1p_25dmp_logFC,1p_propionicAcid_logFC,1p_diacetyl_logFC,100mM_CPD_logFC,1p_bIonone_logFC,1p_hexylTiglate_logFC,1p_citronellol_logFC,100p_2m2t_logFC,10mM_MTMT_logFC,3mM_androstenone_logFC
Olfr1129,-0.269037629908529,0.165699811207062,0.529088446979816,-1.88956192971693,0.492864203841757,-0.569850507996151,0.669299067930971,1.03296728674857,-0.188214615230855,0.453307622593571,0.76456582705691,-0.284805061541487,0.422952145790285,1.26658294815558,1.13333046960909,-0.201011237856127,-0.113888747340986,-0.990918260717997,0.466330471632192,-0.166180782397784,0.397681352615788,0.745056615337834,0.279762268829854,-0.241620137081186,-0.320668409618731,-0.028506388332364,0.568685693358876,1.87849993747131,1.62380899583132,-1.32357358328559,0.334186357140547,0.494442987153549,0.425990305021459,-0.527022543350659,0.655009944550323,-0.513542098622569,-0.534139372319541,0.521425628835362,-0.681035128243693,1.86638050754965,0.425133998298293,-0.0148629349388138,-0.0917185849627071,0.945530902177467,-0.486593211549446,-0.553155763129739,-0.0421470597891601,0.265723517601152,-0.449170541073222,-0.502786588878526,0.728849024462789,0.0966991397465226,0.0458633764092237,-0.903904536991727,1.00806809756219,-0.841793046088076,-0.774438764731745,0.0291920267895808,-0.140456119059572,-0.0475173460305762,2.16372604091231,0.262082326490093,2.23964955010279,0.903975956729794,0.019958821654487,0.795350117344803,1.92573700222913,-0.221047691056075,1.46558747484709,-1.14115632735126,0.194835717207378,-0.950768260033886
Olfr1130,-0.0294902499389255,-0.0649651808194079,-0.0234105802985462,0.221337351354935,-0.758591660953839,-0.304273467777395,-2.06347138008403,0.708120744343329,-0.208184613591745,0.364282766649036,-0.328822680237317,-0.0285375404438317,-0.358551603400933,0.525196510954743,1.93354388356343,-0.122144784446871,0.0177651508221722,0.49505241955129,0.26768226443906,0.0173199064578867,-0.0796020020123009,-0.759967030335414,1.40036311552118,0.558258174804901,0.821736854971324,-0.132411596237083,0.24565423598224,4.25582196369799,-0.27685653812286,0.551200324469168,0.0698485026418346,-0.863301268864635,0.0850393111595095,0.319330400820293,-0.466950947087728,0.534550181181391,0.0028046298468596,0.731805261747662,0.0372730993303758,-0.545630503170876,0.152152285894544,0.690407226214018,0.658518022568863,0.0055338708900059,-0.0176531885526794,-0.663094803943178,0.0721078341735729,0.475809210148642,0.152545483068354,0.293133967526083,-0.428324099197453,-0.739612214937298,-0.0474552613311224,0.54906173838105,0.464647937408748,-0.624349999549374,0.435326896414666,0.831995157446987,0.367396552167739,-0.52084482484483,0.534848922087792,-0.0694280655373463,-0.932892494930474,-0.259660921948369,0.0954917709370641,-0.464066164007886,2.11974409799976e-05,-0.145355249112909,-0.360426394634943,-2.79881251747827,-0.444794207488547,-1.03509185655205
Olfr1131,-1.23594528897881,0.0495076077660837,-0.599983508071517,2.23902337552901,1.03779649984968,1.12010019606062,-2.80942517500522,-0.464814461310621,-0.0290812199051809,-1.18098712125386,0.13913933438097,-0.438914509648641,0.166355600550669,0.148982652138437,-1.36224773021558,0.297186359608012,-0.088414444460532,1.34892399749308,1.06221173431492,-0.827143110034256,0.407814192904085,3.34873426421063,0.667821010352643,0.101925208645556,0.210357497997947,-2.80078325175455,0.2109755077565,-0.97997682834654,-0.0470964657200392,1.63462697737889,0.977240139698106,0.0316567007518727,0.158039051710993,-0.14214051867215,-1.18349258057333,0.0778811334104913,1.28050023807913,0.0667893067633109,0.0550386280499603,-0.549317219188651,0.616319492082646,0.175741841023804,1.24493694317713,-0.728930110837328,-0.34404787062592,-0.769940619748384,-0.714498419666727,0.378378066003062,-0.787487546180276,-0.0519042980604794,-0.437479174962464,-0.0183610797515339,0.497246613153905,0.967306300765937,-0.658962665312655,0.398552067863024,-0.47531053113057,1.75888274710409,-0.0817393277909926,-0.69242993048927,0.711061913894955,-0.231415185930686,0.378226004826178,0.0240135742129508,0.114225903609131,0.267585628488552,-0.820085763747427,0.89003743952585,0.287833347473388,1.95139034612465,-0.137657515299721,0.540723958105229
Olfr1132,-0.140365590447075,0.0868244590182713,2.66269315289672,2.91494133944903,-1.34148821165458,0.257559370838992,-0.702578486985869,0.954117608333405,0.226046124785724,0.646731202378602,1.46943795324561,-0.319051850218078,-1.28458420175756,-0.971827830327563,-1.6481985073068,-0.0146876772937821,0.753316849967962,2.14809382856216,1.12826175907193,-0.017588345246372,1.65821956059587,2.20976860314765,0.791765832388494,1.00456347623386,0.779863840050764,-0.0753401292273504,0.341738809186585,-1.35367607174665,0.786211573144702,0.515447929771062,1.83367376956424,-0.198848382354724,0.255335305223655,-0.0545311853066025,0.409647515859884,0.912483783133237,0.782100624463298,0.0109495438854115,0.167172816162582,1.76788463043274,0.446411298793267,0.28924718998574,-0.395595027438501,-0.604523503798394,-0.549909408279419,0.008201733036315,-0.199031302890712,2.63977419603208,-0.0642534953149339,1.06682025025914,-0.150142437594432,-0.376028811075741,-0.0146529626987234,0.226528287161303,0.151195583484049,-0.568185567612766,0.322269015884295,0.429827115723036,-0.413976952736388,0.431119628286048,0.390161305331673,-0.0638586966184302,1.5753766527753,-0.241463915540295,0.303428856044183,0.293813577188079,0.428918106466676,-0.871877885201231,-0.600318359185516,1.09934449667939,0.592296457372827,-1.45577276146826
Olfr1133,-0.611231736421385,0.474245867334022,1.00949203262806,0.953341721029695,-0.362371756320031,-0.541200823650913,-0.637736558556546,-0.25188699669503,0.740688996734287,-0.965620922374705,1.63326491136556,0.48712110245324,-0.0288966699118017,0.0056142805047126,0.643396425981105,-0.946873539630955,-0.203883832965754,2.03841806964641,0.699558590877509,-0.343449872643939,2.45461541512831,-0.0160708800387694,1.06551418882563,0.390251171031389,0.387917703541942,0.757374294491252,0.741385509627335,0.155067334586629,0.254751509007785,-0.470552453429078,0.863011302040445,-1.33087371501508,-0.908875559851755,-0.338335623910298,-0.0527536496638182,0.0264811525965264,2.59381287503963,0.262595155015528,0.253255073347386,0.291800767682557,-0.102528019451761,-0.253492892343099,0.0881164401382515,0.637413005684868,-0.149034397019375,0.163791251791741,-0.189114852701449,0.62431604912764,0.0352241688035959,0.332732244262124,0.58427240642123,-0.960437917438656,0.0879504832537248,-0.948753634786549,-0.120810210920974,-0.159992141767146,0.624871224444595,-0.217995587598308,-0.0978566448905078,0.651869798617139,0.613161506241631,0.328241269875008,0.049597520736779,0.359085540793176,0.191819105624984,0.114450903821664,-0.149790518291622,0.290593690882129,-0.235749056296372,-1.14477441777547,-0.414841820745921,-0.9566594668719
Olfr1134,0.0802147897998306,-0.170624078786715,0.0200579369039952,0.445949173696658,0.0846690013020282,-0.785503452727247,-0.298642607445277,0.403834778864473,0.323219665541218,-0.311006314333558,0.911036872038662,-0.369029470364914,-0.319495314333775,0.0841168680839715,-0.341986645942305,-0.268050180453079,0.0954227516063889,1.03202204595372,0.406748036159841,-0.37426794646898,1.05301906758883,-0.31362333972186,0.864319986788799,-0.0179099981666011,0.294965180249954,-0.625940278569513,0.19783886258652,0.567863492880653,-0.106067583988709,0.290518046523704,0.687978096996281,-0.431107936421917,-1.05414891505718,-1.05767735196142,-0.288259430469897,0.302485128795372,1.87273283365403,-0.22136238329,-0.670356183863761,0.414314381675296,0.0365901750946785,-0.947035874881889,0.340827489007767,0.351690651875231,-0.564253127730154,-0.719132937461108,0.132630483120999,0.847950001754068,-0.352989799666204,0.423756745410322,-0.281547273828201,0.0822772902657383,0.241849943520639,-0.400715731410531,0.302651857735353,-0.624139684482414,-0.109330947790048,0.541948122893037,-0.207102988924827,-0.506862933663331,-0.664843028552156,-0.21408311825888,0.286466952976252,0.568241294962569,0.121339319071916,0.480120324200907,0.271240510735771,-0.288953156814404,0.0747986404676092,-0.399358902877753,0.152577801112106,-0.995611796726274
Olfr1135,-1.17126132008725,0.248509826197173,0.793250629796997,2.05099493812148,0.864613008431731,-0.18662204135844,0.279399793571006,-0.0624933523407939,0.0679738866792595,0.162183936192556,0.768237836322022,-0.672982700183584,-1.00257118440219,0.736644750403403,0.232965180401816,0.446942697702348,0.397208291700233,-0.188612291372126,-0.140048155237986,0.333561136133958,-0.485077317158542,-1.48803031108108,0.114920306805882,0.249700941128351,0.0441598144809016,-0.396075683554419,0.906629306408631,1.81006513867991,0.0570684864081436,0.304109773734744,-0.920130385965177,-0.544469468956314,0.39209609733344,-0.410293627226864,0.038085461063612,0.598362134195406,-0.0294628687998828,-0.518571428242474,0.126317680069383,0.246251879156088,1.26518709854272,0.236690047463811,0.370990802405826,-1.40531343899581,0.126531182043543,-0.356884586204183,0.543093884857815,0.133499069333728,-0.209004930012165,1.30237565435725,1.34103555979531,-0.394820334979195,0.10593401701463,0.415111454778727,-1.07270438366362,1.08205612163336,0.542486422700123,-0.284253304023873,-0.315801647583527,0.543783096165862,-0.423576745122358,-0.532919583781784,0.937931955602685,-0.131212687453526,0.558671595669794,0.0041970592490532,-0.452265901462827,0.309938471347808,0.0119799607994477,1.85958558975741,-0.185993609448482,0.263452439463589
Olfr1137,-0.0657215559823384,-0.0047289010529756,0.271011443603387,-0.297385594265362,0.302434849142791,0.137713485189754,-0.121180347064086,0.150521173845976,-0.439889001509327,-0.167541288085121,1.55289890724124,-0.926193466550584,-0.695738072357792,0.565242776576443,2.77484917967203,0.0578072558843593,0.0622257604531255,-1.08582247920175,0.221668647274116,0.0605124900175464,0.979358362348522,0.454333466737435,0.700038066884794,-0.0942150192760385,0.402143751358057,-0.725482698815817,-0.0461316207644787,3.48336316849085,0.0399970934965752,-0.554366876189603,0.886190835206218,0.782735485250672,-0.453214178359056,-0.110317393182734,-0.418135777731451,0.607866607691019,0.57940156696752,-0.356667086383518,-0.24878777576478,0.263640723741155,0.281518502819718,0.0328627964468979,-0.565380839728128,0.519436897773781,-1.03743762370932,-0.277982336466217,0.0237405167354125,0.252575397724314,-0.17361093841679,0.789809343871442,0.0672615347888967,-0.331561992081721,-0.590373667118891,0.644581080360456,-0.308349684998495,-0.876678803964425,-0.673202815980596,0.0621310637471988,0.45260600815785,-0.350942371226466,0.551928360749553,-0.0001266591608218,0.444445671585339,0.607059213735777,0.807850424046544,0.460466759471423,-0.344996622460135,-0.184139663983271,0.678594182623074,-0.411006855527697,-1.08780195904708,-0.314319421279958
Olfr1138,-0.813426308518755,0.458991187347706,0.102695261381523,3.88383912515865,-0.591334657820051,-0.142597239987964,-0.689277419713304,0.68180863449726,-0.415518903412445,-0.0176587605544193,-0.641772973179044,-1.02149137510896,-1.08604869961119,-0.0991568437441759,1.21194274482983,-0.877078656104071,0.729178237401965,0.135948420967782,0.42507548908391,-0.186599254417213,-0.426909106761526,0.991422161093803,-0.435374222584404,-0.231845481146497,0.0339341634788238,-1.80028993160974,0.475887744967685,1.93279408721307,0.199503143317814,0.141221272383742,-0.270125873294821,-1.03798681603661,-0.440841821414436,0.229308759595225,0.299767080547109,0.762380771486258,0.14315050641125,0.850072163573623,-0.119375674078109,-0.564555507087538,-0.191487598160052,-0.729722780573032,-0.769004887221044,-0.621828801000902,-0.217268634599721,-1.17963939259662,0.242037993717283,-0.111681973920006,-0.227294497779971,0.427127804157579,-0.938604425348141,-2.15978214062849,0.803465770077962,-1.29772292132985,1.46432835445942,0.0962504213964539,-0.263834607198396,0.475175373377285,-0.375273132522656,-0.410054908851019,-0.0152256123855419,-0.271790711280337,0.0308982993193094,-0.900840117855953,-0.276355382620726,0.77834957542659,-0.618736234190269,-1.00255340363848,0.398340315362178,0.489204153509476,0.485026302787529,-2.3956135675045
Olfr114,-0.802302788004772,1.1720040890333,-0.148942046648767,-0.202705694482547,-0.863950866488334,-0.634420703387272,0.393608055013681,1.25718616067892,-0.993940739148288,-0.324913073912948,0.594865336668243,-1.33712972547747,2.26745647380858,-0.43243025602317,-1.13183079836033,0.0962331076331436,-0.596163506793257,-0.243704217772863,-3.30835863722823,-0.0041550652444307,-0.966533358457021,1.55497065354527,0.866996857982419,-0.755738477672138,0.271914932474915,-1.55301069960089,-0.0364945851400961,1.39940285881626,0.620891340448556,0.42796364289862,1.19265132266064,1.20738063419841,-0.176697244413886,-0.711904201006271,0.588602995121087,0.29329102933525,-0.508686941490284,-0.17269997311617,-0.811166180599227,0.635212991877941,0.447119246623912,3.23196124721423,-0.0330194556696911,1.84640139223747,0.235288829499979,0.171901193467574,-0.910697734143019,-0.513080169430891,0.27274510101672,1.01312675837844,-0.560711230268239,1.04442772592342,-0.397462465127362,0.405849902357339,0.638963093705035,0.0478740395180355,-0.098842025801438,-0.157401147209498,1.40912406268307,-0.803597182727658,1.25735405636053,2.07875726163446,0.106484973463356,0.461230348565544,0.131112142173308,-0.519102120209747,1.74476087724099,0.680350847023316,0.686318130610845,-2.81910797981559,1.45926436896411,-1.64512255255727
Olfr1143,-1.22658145377928,-0.413102148803894,0.789569192157049,-0.295377416639319,0.197292715362945,-0.138496206717501,-0.65174777721577,0.774704650116203,0.425491982998349,-0.323154038704511,1.97814413597852,-0.360823645172268,0.391986158318109,0.0300011660085487,1.13108320126112,-0.10493800833702,-0.62673891087415,0.0088489012381827,0.588231592823981,-0.940025763075789,-0.551740175679098,-0.0280392753424868,-0.181702916663828,0.75749106791844,0.74543019673777,0.347976254547534,0.135111162817902,1.76321223592892,0.139399890084494,-0.481983521698005,-0.11953042199717,0.256694119044228,0.209502557644999,0.261136346595695,-0.109671411747683,0.16877731257137,0.0191181752716551,-0.162096391885451,0.0577696148126513,0.0463537602756382,-0.438925111404264,0.0068116519550192,0.152229140761628,-0.548045654287914,-0.186778613815874,-1.06474751674785,0.112990189739908,0.143966086921111,0.194458262118708,0.52493857941549,0.572747301305874,0.740126919291888,0.449930678334677,-1.17150502917371,0.634134881124752,-0.394267944882934,0.0863192341578445,-0.608718940882348,0.390023218398146,0.696013368659531,0.0089430773061154,0.422599889994094,0.126376691473685,1.03155220199517,-0.277886541571354,0.0998964760027859,-0.692002049900582,-0.399639752685706,0.634572209271576,-0.343346522807621,1.06964892169899,-0.512289326101024
Olfr115,-0.0157524476778673,0.137501945909626,0.125708090484337,-0.0574205931038366,0.319279411011414,-0.101003187368573,-0.100059601079388,-0.0504826264248748,-0.0105966153811615,-0.0137449387635978,1.13735858237724,-0.56251161111579,0.0274861733726262,0.239540458321363,1.26814214681103,0.0157176976603016,-0.147390877382322,-0.085215714097736,0.27228491999501,-0.0247794133687833,0.689666033994054,-0.056218190525943,0.609543481297426,0.480875001656773,0.389948144227805,-0.408628396571819,0.0308704145115561,2.1378297909086,0.447079420665102,0.105309238787778,0.414238195424311,-0.0413341153740551,-0.0710790409833495,0.197300286011904,0.189629928010892,0.267812392706986,-0.182208347585018,0.232985933506019,-0.212679637345741,-0.0297948956593665,-0.112198996318049,0.855663746725677,-0.164316587417277,0.117394078796684,0.155532538951347,-0.536311624594011,0.362670100999944,-0.146153259228745,0.201296299788524,0.179475327542078,-0.0414665596396181,-0.161871687945635,0.288593203446699,0.0975155859759682,0.946462166530292,-0.171270682207041,-0.506063812131192,0.722105504004681,0.0649979738296917,0.0575863444872829,-0.0369707030808158,-0.221006151673429,0.449667949697936,-0.579646973739947,0.635423326522701,-0.315777796980724,0.207609126096624,0.14041264952707,0.390894359824554,-1.59196989696418,-0.170895104523236,-0.455893205174795
Olfr1152,0.0929510004888848,0.459622643334942,0.151830717402838,2.98986792685488,0.206516694006245,0.0824867915587179,1.3273251293619,0.422720863124278,0.291520993193137,-0.0196960913304543,0.483560484956697,0.327850797464828,-0.185734749151001,0.143444372510956,0.387081219646587,-0.479749857799995,-0.433479203944801,-0.311702471417617,0.229012465402738,-0.393636431930282,-0.251291430638801,1.68854306908177,0.447603734205674,-0.215897637707148,0.0494620031712622,0.31253442839361,-0.640011580770365,0.73558740519754,0.487970406029257,0.547996356697606,0.319132848163601,0.400115348095853,-0.511153775621388,-0.664655916973824,0.224547442273239,0.430825179171209,-0.379610254046151,0.113828552105668,-0.205995668274578,0.440824559535906,-0.0814216429155677,-0.584310617431416,0.632354931409365,0.122243711565194,0.185655506085328,0.411733038654803,-0.004481673607856,-0.17703475390514,0.432816038921855,0.712999704700794,0.398140050629642,-0.40643115907494,0.155678316912753,-0.273063875764113,0.815445065642402,0.194839054853549,0.374653251600226,0.740185778067902,-0.728375570441073,-0.100733646532331,0.147639210044807,-0.628388488754227,0.412970864742693,0.385429321282035,-0.550258994281542,0.0520098774691975,-0.663496396173704,0.526123060284146,-0.654695712630028,0.36131267005169,0.541583094873045,0.0175872281920723
Olfr1153,0.342293611529578,0.640329388884847,4.11871079508127,3.04311821432497,1.71313138442503,-0.892992140788222,1.65322171090251,1.60589374270158,1.77668121269011,0.504596129493377,1.74756173426481,-1.12612367912638,0.98403245930187,1.07503980619476,3.74024857986357,0.0932155618685115,-0.312900191431734,3.89342416477044,1.98362665290088,-0.441585639658426,2.25292688215901,0.593985299391616,2.37336225725814,2.26543287595546,2.16936114841455,0.300442346987719,1.5715214974006,1.737219800832,0.950491717391028,0.673842833511477,2.81785677963927,-0.606836150955295,-1.04076819843652,-0.8593795385238,0.176075716421257,1.41522738847157,-0.219848875640032,1.29996054062294,0.263171682244389,0.863848188079409,-1.22575802266222,0.010581943681107,-0.870796544268857,2.780466301578,-1.13525514454693,-1.8587053399867,-0.679787750416035,3.50558056308117,0.0495056013364749,-0.0965832933697754,2.372470129786,-0.294850677017523,0.533823616941874,0.793682673357371,2.92162814463209,0.810055426056774,-0.495989395899488,-0.118468094113132,0.0758610328508362,1.60288506735913,-0.261382799249712,0.247930080059286,0.509273374866328,1.03098402768628,-2.09014866115392,-0.27614309370317,3.07126028262562,1.306264258827,0.0735381357616549,-0.165671674284396,0.779897494903543,1.56327121628209
Olfr1154,0.257864801975748,-0.245075738412135,0.869333789318154,0.672070537873874,1.17888594667618,0.535567323679146,0.146519516800885,-0.0870034430136451,-0.513070241565292,0.570593130361473,0.380618181784643,-0.93665722818606,-0.194542832350094,0.820753006519373,1.34509139090852,0.153281192572432,-0.036354489294771,0.0999465100069791,-0.408749792510941,0.335293041694163,1.03380425460276,-1.11707777072653,0.244838315347246,0.364585765213017,-0.114908444906137,-0.292834123787567,-0.0485948046747918,2.74289130226179,0.11120455953141,0.544482565027735,-0.25713110626779,-0.230590729017422,-0.0516428209879648,-0.289512228102681,-0.0921084381835326,0.119407082925403,-0.0200931642637458,-0.941208375108475,0.0839858763881335,0.100459103508296,-0.0802650637763117,0.210620299355658,0.33452974210837,1.09260838299599,-0.792521114154203,-0.438557156700191,0.285670145780116,-0.0172911862869061,0.3597198811072,0.144047561968632,0.207463105031116,-0.465839881200554,-0.0858418833244206,-0.300777655002339,0.0139467531298879,-0.56050346615348,-0.497321940934703,0.601424239522199,0.277467430235582,0.12913580700248,0.511161130529192,-0.061064863444359,0.216620193346126,0.277916771044213,0.667579374793559,0.499322226459557,1.16910543872333,0.0339100803271939,0.0210318957011782,1.61683118557102,0.708835153922214,0.360621955918675
Olfr1155,-0.454511186858687,1.0806538122787,-0.176917318143005,-0.632378611574634,0.72012089678453,-0.610579620135973,-0.406204743234324,-0.0300022659545638,-0.0103652760715014,0.316465960179271,1.20847075722972,-0.676156234902456,-1.10582986717412,-0.226536031337377,-0.318037953047081,1.27925083292133,-0.17488492091218,-0.538553097433033,-0.142463271692575,0.273806025539135,0.621904700752287,-0.124308475552869,1.33301828806772,0.463747407223183,0.0923913600521542,-0.738868570934747,-0.252934508362607,0.125744407188052,0.265218211916085,0.366693313820213,0.601860666040632,-0.0017118824725208,-0.05955669001095,0.592584654239158,-0.0595938023759128,0.38518127329526,-0.400533257379605,-0.540228614359195,1.99065279129339,-0.587078443398226,0.0489192004331639,-0.162456311813572,0.995097888926658,-0.0004931306635349,-0.56189988241031,0.846486882127415,-0.633126283837127,0.711027018347873,0.306969972773808,0.843005342718775,-0.225830960091165,-1.66746182107984,-0.286964460704314,1.19431455413444,0.141075932249509,-0.745548320945325,0.825167339598149,0.504755089295466,0.526296966062703,-0.391254044636408,0.24621426776036,-0.0389262448705068,0.0543789893523601,-0.0476020687777697,0.31140014782778,0.507883491448267,0.316504909615253,1.25288612420895,0.229696620263227,0.441099883430808,0.551027925305988,0.180574765132146
Olfr1157,-0.32561503105614,0.667006951490786,-0.2142362389965,-0.0645946495438199,0.771303696221663,-0.185666850827763,-0.0276588952885492,0.459671652057662,0.0384423431885743,-0.526147894021563,1.06804562876917,-0.69378064618521,0.0087174159671221,0.679136204534127,0.225400362826351,0.112188218491552,0.176453950343261,0.0463565904995257,0.303402495814564,-0.108775804788361,-0.636924026645327,-0.489683052311142,1.62660128833981,-0.0063884479841782,0.259344674650815,-0.403536245251964,0.679661691196986,-0.956423913649926,0.23920396158606,0.484949957975316,0.768709488685495,0.0385566663126107,-0.527042442479613,-0.163228986655768,0.0575655654316899,0.368350755108742,0.300514580188782,0.536949857873495,-0.219721620563003,0.761208739533221,0.0758041678158547,0.0338875539303406,0.569713133556947,-0.37973675663332,0.460236768745659,-0.419670683763298,0.152843781393484,-0.0763531245411686,0.756029136801409,-0.0744768985466959,0.0350348899607849,-0.333723364000487,0.0295953811597427,-0.0811590932514017,0.795038183360781,-0.166621919213562,0.152627540118262,0.845923715823479,0.162753070471703,-0.326094609211444,0.1446211808616,0.502866722999797,0.15918365202039,0.21450356275561,0.587861615361077,-0.408118758649039,-0.208349301335443,0.0763688988503416,0.342220238371283,-1.62526473064901,-0.128495658715317,0.294668174528929
Olfr116,-0.0435981727786514,0.07081081223057,0.496728324121929,0.21888952929343,0.128959224046621,0.0836237248015367,0.366708603419741,-0.143829509568183,-0.092513459637699,0.356248291010616,0.612601065098438,-0.227547408233886,0.201917760137188,0.0917504329267977,0.318901236275209,-0.0864235392317725,-0.0772834978178636,-0.126630922869783,0.171917205395088,-0.254553460195237,-0.894320507750101,0.160319362992876,-0.366303119642518,0.501002857764294,-0.0296660600994431,0.151902789387501,0.430527697977761,1.54313225770455,0.221991929715023,0.233766897806069,0.0372057331796708,-0.203598606978037,-0.0216888718781606,0.0065324810772834,0.0570121095798728,0.219567647984322,-0.370866781837585,0.0014033686030805,-0.0358843993047497,-0.10871982619694,0.303003712769295,0.164394165858878,-0.209549515144982,0.303382447364216,-0.282394064982807,-0.579467160090658,0.476581912729832,-0.266334033648716,0.0119861450416411,0.199435646061177,0.0750489152134563,-0.0071682625529833,0.463022826158381,-0.0718034029869779,0.415221819014045,-0.219850683377981,-0.28538595936886,0.747734145273836,-0.276431130444847,0.297935534104167,-0.125676133858306,0.35289401554935,0.228903330347376,-0.176795715551399,0.734492372806564,0.457581583754943,0.837934877200262,-0.066264658311731,0.0082692308565225,-1.17633580651608,0.148299103077241,-0.667949370067672
Olfr1160,-0.0777948914643595,-0.149772290357041,0.122753411664329,1.95555913603951,0.672800245176939,-0.121895394576863,0.244080690646369,-0.667740736663559,-0.618517752292748,-0.164926876167817,1.29701530880257,-0.649626918910493,-0.333642118071923,0.33273793116351,0.429785963305105,0.0374497695788414,0.592845444052083,2.45706867864601,0.178989038516922,-1.19631735981055,2.47857687093641,0.588015518799278,0.813989116760121,-0.379732934083924,-0.390518371285965,-0.549450141638684,-0.186779729750549,3.46040827062633,-0.152106869810201,-0.229645772976326,1.20478566678636,-0.779782972751334,-1.32367747410449,0.515369951205951,0.349275128872995,-0.284213477392607,0.533621857992554,1.52978389475723,-0.188082533337795,0.228405968540117,0.191210391601063,-0.47737907773164,0.695455614969609,0.30621947472177,0.412310040936525,-0.944472448285358,0.288020284243377,3.54627042808416,-0.861448376786038,0.0178882829947037,0.190378586353796,-0.307204244095376,0.166382958889697,-0.0928871763649186,0.738651882653051,0.208172702973156,-0.378591253269604,-0.435273459849925,-0.0446812973924379,0.30411188063899,-0.586868791905238,0.0472895430662709,-0.557437530645424,-0.505785905181519,-0.235432223958914,0.619099568328653,0.146386468264402,0.343374831902453,-0.325009704879125,0.245325178487955,0.249468315001831,-1.5970705861792
Olfr1164,1.74606069123424,0.705900018794146,-0.478126766445414,1.22068684535347,0.613712136940893,0.0255197843843948,0.284440812618431,-0.498974325915567,0.792697995840524,0.531958130962461,0.131648474095859,0.47575312575917,-0.142730815020585,0.345179223097366,-0.288652427105664,1.01962335286232,-1.70567151495775,-0.347454491798476,-0.224530943254372,-2.44391462869639,-2.62889535399052,0.238399352465004,-0.167253307703339,1.1385850381019,1.68228785669241,-2.9436725260627,-0.557759514773517,0.575733406172763,-0.163318174883309,-1.27558986561414,-2.44859962115932,0.0905900197973705,0.861303959472611,-1.46170427326715,0.8367008561698,-0.474231652556549,-0.89464098958706,0.441774560242782,0.347203183210664,-0.745200960457162,0.487114868209047,-1.46367126373438,0.297100790513948,1.21410367693365,-1.9486946521226,0.315137151178465,1.0060994656282,-1.13634721258514,0.702297226774514,-0.302759711066639,-0.501580365316229,0.542982959861803,-0.60823432739935,1.24575552353624,2.60161515869657,-1.25301409615602,0.240501494415435,-1.55434935216716,-0.63556679922436,-0.705873237648791,-1.13179625538192,0.561472890881326,-0.14913934717686,0.166631328505681,1.04730773209398,1.2596946299835,1.78544918758731,1.22642438365484,0.275145814466537,-2.87206906609266,0.95273247190239,-0.549283360264218
