,symbol,logFC,FDR,cid
5565,Olfr729,-0.593286854249698,0.456470274412428,8051
5566,Olfr733,-0.515320864568188,0.541634630191168,8051
5567,Olfr736,-0.224996517223108,0.932275774012253,8051
5568,Olfr740,-0.896864243681934,0.0021520160277164,8051
5569,Olfr741,-0.646410218076347,0.17657230270779,8051
5570,Olfr742,-0.745605369792809,0.039163835400885,8051
5571,Olfr743,-0.756426913645705,0.106394746800591,8051
5572,Olfr744,-0.0647572640998867,0.988631360166105,8051
5573,Olfr745,-0.179592291043744,0.870232954179447,8051
5574,Olfr746,-0.0119491297350095,1.0,8051
5575,Olfr748,0.145752470578885,0.941314848017963,8051
5576,Olfr749,-0.291475123549749,0.688619206634801,8051
5577,Olfr76,0.277878776492645,0.870232954179447,8051
5578,Olfr796,0.826830310328277,0.228056954064261,8051
5579,Olfr819,1.17850074345909,0.673722110942355,8051
5580,Olfr820,-0.570832616795471,0.504625294908031,8051
5581,Olfr823,0.431396347186001,0.909873430026171,8051
5582,Olfr824,-0.447722780170086,0.767637233382041,8051
5583,Olfr830,-1.35853728571183,0.709019389836772,8051
5584,Olfr843,-0.676681408325283,0.523822382813593,8051
5585,Olfr851,-0.37339054389582,0.810340252674098,8051
5586,Olfr874,0.179824237870895,0.928380509133053,8051
5587,Olfr875,-0.21740451326049,0.934668929065052,8051
5588,Olfr876,-0.18614165030206,0.951256981817034,8051
5589,Olfr881,0.407634662364884,0.850591882889652,8051
5590,Olfr884,0.0731145962867885,0.996583429718763,8051
5591,Olfr888,-0.732231148336919,0.810340252674098,8051
5592,Olfr889,0.0449513244385589,1.0,8051
5593,Olfr890,0.0661717695307566,1.0,8051
5594,Olfr898,-0.590019132935221,0.873528235012751,8051
5595,Olfr9,0.0696366635585381,0.993817717648201,8051
5596,Olfr90,0.0692187075229283,0.988482874973142,8051
5597,Olfr901,-0.760144994831637,0.282719536201801,8051
5598,Olfr902,0.136096343395186,1.0,8051
5599,Olfr904,0.66036154327501,0.763347308855373,8051
5600,Olfr907,0.169555070784887,1.0,8051
5601,Olfr91,0.444818950235105,0.767637233382041,8051
5602,Olfr910,-0.413012765542166,0.688619206634801,8051
5603,Olfr912,0.375277799809564,0.767637233382041,8051
5604,Olfr913,0.188830190538715,0.951256981817034,8051
5605,Olfr914,-0.563086464089522,0.73838677549293,8051
5606,Olfr918,-0.0950957989584698,1.0,8051
5607,Olfr92,0.803591702314168,0.374076474908111,8051
5608,Olfr921,0.402720259210854,0.683922854758146,8051
5609,Olfr923,-0.235036204957042,0.823442844157307,8051
5610,Olfr93,-0.142742708580757,0.951256981817034,8051
5611,Olfr935,0.593682816295744,0.749216772019289,8051
5612,Olfr937,0.842214125830264,0.585072269915845,8051
5613,Olfr948,-0.0889883609358015,1.0,8051
5614,Olfr95,0.0973058723958331,0.993817717648201,8051
5615,Olfr954,0.27399488404566,0.951256981817034,8051
5616,Olfr959,0.026282318511582,1.0,8051
5617,Olfr968,-0.289053725723196,0.898810574239279,8051
5618,Olfr972,-0.707526317968503,0.351069207837412,8051
5619,Olfr975,2.12876124018814,0.456470274412428,8051
5620,Olfr978,0.16666878207895,0.974428368055758,8051
5621,Olfr979,0.3205731303445,0.859514132205628,8051
5622,Olfr980,0.145777062597597,0.951256981817034,8051
5623,Olfr981,-0.146238439352257,0.928380509133053,8051
5624,Olfr983,-0.242755024840708,0.853246219998765,8051
5625,Olfr1,1.63563322336962,0.217344146462244,8094
5626,Olfr1009,1.42603713362129,0.217344146462244,8094
5627,Olfr1012,0.63405917882279,0.407755947535526,8094
5628,Olfr1013,0.769195478659516,0.309304686138198,8094
5629,Olfr1014,1.22123754745414,0.217654904837183,8094
5630,Olfr1015,1.0732617183422,0.242504661257072,8094
5631,Olfr1016,1.08250389299538,0.32703748904171,8094
5632,Olfr102,0.93603030529866,0.293745701534984,8094
5633,Olfr1023,0.780140946929323,0.520647024279779,8094
5634,Olfr1029,2.24331191816955,0.217344146462244,8094
5635,Olfr1030,0.82202789902651,0.268080544434116,8094
5636,Olfr1044,1.2196929547521,0.217344146462244,8094
5637,Olfr1047,1.59724321529821,0.217344146462244,8094
5638,Olfr1054,0.959296761426967,0.305692320368281,8094
5639,Olfr1056,0.83449005202562,0.382884568137086,8094
5640,Olfr1079,0.819545649439629,0.270208125656295,8094
5641,Olfr1082,0.244539377460009,0.814692135534484,8094
5642,Olfr1085,1.14319487254781,0.28077396886523,8094
5643,Olfr1090,1.4687892308054,0.260518700891388,8094
5644,Olfr1093,1.23163433766664,0.217344146462244,8094
5645,Olfr1094,0.13346903437909,0.881719082034994,8094
5646,Olfr1097,0.792681319672817,0.361363192235668,8094
5647,Olfr11,1.38574761885031,0.217344146462244,8094
5648,Olfr110,1.10625054991807,0.23080094676699,8094
5649,Olfr1107,0.953346184471733,0.299156082840802,8094
5650,Olfr111,0.963458736561569,0.270208125656295,8094
5651,Olfr1110,0.974116021598209,0.246969562238757,8094
5652,Olfr1113,1.06374124858953,0.381087113293143,8094
5653,Olfr1115,0.684095147887579,0.397437120062481,8094
5654,Olfr1116,2.70418950145266,0.217344146462244,8094
5655,Olfr112,0.892481376223214,0.282165736301861,8094
5656,Olfr1121,0.811786433624994,0.455196634137754,8094
5657,Olfr1123,1.00076886456619,0.252310902025753,8094
5658,Olfr1129,0.76456582705691,0.440824081081699,8094
5659,Olfr1131,0.13913933438097,0.909644708472101,8094
5660,Olfr1132,1.46943795324561,0.219696540861376,8094
5661,Olfr1133,1.63326491136556,0.217344146462244,8094
5662,Olfr1134,0.911036872038662,0.321349673588581,8094
5663,Olfr1135,0.768237836322022,0.576774709692672,8094
5664,Olfr1138,-0.641772973179044,0.707050367222757,8094
5665,Olfr114,0.594865336668243,0.616229103653342,8094
5666,Olfr1152,0.483560484956697,0.640574530758213,8094
5667,Olfr1153,1.74756173426481,0.293745701534984,8094
5668,Olfr1155,1.20847075722972,0.239606681567713,8094
5669,Olfr1160,1.29701530880257,0.23663975666468,8094
5670,Olfr1168,1.20783128540597,0.235024192491778,8094
5671,Olfr1179,0.897777009497737,0.506562521763691,8094
5672,Olfr1180,0.482112870293609,0.648565829835769,8094
5673,Olfr1183,1.11332452492798,0.217654904837183,8094
5674,Olfr1193,1.60799340049106,0.217344146462244,8094
5675,Olfr1199,0.976285397950355,0.301918259697849,8094
5676,Olfr12,1.49627524913291,0.217344146462244,8094
5677,Olfr1204,0.847158685337231,0.348817037531134,8094
5678,Olfr1205,0.811705675145633,0.327092717690995,8094
5679,Olfr1206,0.986754309620772,0.262664896432867,8094
5680,Olfr1209,0.37607511202019,0.666430338229056,8094
5681,Olfr1215,1.16277140493867,0.264899863585543,8094
5682,Olfr1217,0.450094569226191,0.502127736519255,8094
5683,Olfr1219,0.580203285385747,0.398784294210734,8094
5684,Olfr122,0.673070104349763,0.330520949484982,8094
5685,Olfr1220,1.00973714285118,0.291887192109466,8094
5686,Olfr1223,-0.279052033300135,0.798234635892467,8094
5687,Olfr1228,1.07890718857395,0.225414024888257,8094
5688,Olfr123,1.24331960141536,0.217654904837183,8094
5689,Olfr124,0.942824143916076,0.236822797443002,8094
5690,Olfr1242,1.41779614592064,0.217344146462244,8094
5691,Olfr1243,1.60730334493798,0.217654904837183,8094
5692,Olfr1246,1.88003908153614,0.217344146462244,8094
5693,Olfr1254,0.618332633208073,0.467061250221146,8094
5694,Olfr1255,0.920290041976096,0.285442798302472,8094
5695,Olfr1256,0.97332823752387,0.23080094676699,8094
5696,Olfr1257,1.63323942214926,0.217344146462244,8094
5697,Olfr1258,0.732763213080748,0.330484807776205,8094
5698,Olfr1259,0.675778335966336,0.408749343086784,8094
5699,Olfr1265,0.782401561540499,0.403006840012912,8094
5700,Olfr1269,0.960478267576325,0.316960158157107,8094
5701,Olfr1270,0.991256472213651,0.245453558098872,8094
5702,Olfr1272,1.04729657843683,0.356969795659238,8094
5703,Olfr1274,1.04856758793008,0.239606681567713,8094
5704,Olfr1275,0.56328043810243,0.534754162804294,8094
5705,Olfr1280,1.11794776531029,0.217344146462244,8094
5706,Olfr1284,0.862056218632285,0.456139480524285,8094
5707,Olfr1286,0.370575240799509,0.764493013470136,8094
5708,Olfr1290,1.36960134519177,0.219696540861376,8094
5709,Olfr1294,1.19909329652391,0.217344146462244,8094
5710,Olfr1295,0.919441865514968,0.251874605411327,8094
5711,Olfr1297,0.504751701869422,0.50476830735562,8094
5712,Olfr1299,0.655922082869564,0.361363192235668,8094
5713,Olfr13,1.32464560076927,0.245453558098872,8094
5714,Olfr1301,1.11496271509001,0.217654904837183,8094
5715,Olfr1302,1.6739689951646,0.217344146462244,8094
5716,Olfr131,0.741505079065323,0.33139733506561,8094
5717,Olfr1312,1.16210147439735,0.217654904837183,8094
5718,Olfr132,0.988318047403172,0.245453558098872,8094
5719,Olfr133,1.48007676073982,0.217344146462244,8094
5720,Olfr1333,0.957339177221983,0.280475465288048,8094
5721,Olfr1339,1.11156326687854,0.217654904837183,8094
5722,Olfr1340,0.849163055895436,0.264832277199322,8094
5723,Olfr1341,0.788906721181704,0.279638118316992,8094
5724,Olfr1342,1.6930166315618,0.217344146462244,8094
5725,Olfr1352,1.67246618327078,0.217344146462244,8094
5726,Olfr1353,1.56895021623323,0.235024192491778,8094
5727,Olfr1357,1.22764174849859,0.217344146462244,8094
5728,Olfr1359,1.20241869678716,0.217654904837183,8094
5729,Olfr136,0.703448721830764,0.358581211901712,8094
5730,Olfr1360,0.653294723739426,0.392675802985569,8094
5731,Olfr1362,0.927948512281342,0.251874605411327,8094
5732,Olfr1364,1.31089572864492,0.217344146462244,8094
5733,Olfr1370,1.22720751377215,0.217344146462244,8094
5734,Olfr1377,0.849953832711287,0.305504045137973,8094
5735,Olfr138,1.25070086559833,0.264832277199322,8094
5736,Olfr1380,0.810468305423081,0.301004906754031,8094
5737,Olfr1381,1.51397926615061,0.217344146462244,8094
5738,Olfr1382,0.796414496289321,0.293745701534984,8094
5739,Olfr1383,1.39136058223426,0.217344146462244,8094
5740,Olfr1384,0.758435446664085,0.319059452739011,8094
5741,Olfr1386,0.771866565957652,0.32703748904171,8094
5742,Olfr1388,1.29553253687046,0.217344146462244,8094
5743,Olfr1393,1.47140311463199,0.217344146462244,8094
5744,Olfr1394,1.27743152938178,0.335767226662696,8094
5745,Olfr1395,1.64285880892412,0.217344146462244,8094
5746,Olfr1396,1.3071068872055,0.217344146462244,8094
5747,Olfr141,0.0027998266570081,1.0,8094
5748,Olfr1411,1.23701876465235,0.217654904837183,8094
5749,Olfr1416,1.49014225443554,0.217344146462244,8094
5750,Olfr1419,0.866913312648142,0.387768795214014,8094
5751,Olfr1427,0.820618404959604,0.271976648255263,8094
5752,Olfr1437,1.12271223568379,0.251874605411327,8094
5753,Olfr1443,0.833100665608191,0.351387934361448,8094
5754,Olfr1449,1.50633127029936,0.242504661257072,8094
5755,Olfr145,1.19140812442023,0.217654904837183,8094
5756,Olfr1451,1.79464183395487,0.217344146462244,8094
5757,Olfr1454,0.277179637067546,0.786426653602939,8094
5758,Olfr1459,0.271626857862915,0.695823497253906,8094
5759,Olfr146,0.840070647263868,0.282165736301861,8094
5760,Olfr1463,1.10412996231363,0.23663975666468,8094
5761,Olfr1465,0.459517263600575,0.838855979137723,8094
5762,Olfr1466,0.413457633372194,0.616144742925755,8094
5763,Olfr1467,0.922996294406474,0.279638118316992,8094
5764,Olfr1469,-0.225373667670129,0.836511946809761,8094
5765,Olfr147,1.46381965955896,0.217344146462244,8094
5766,Olfr1471,0.758982999304366,0.401891131502471,8094
5767,Olfr1472,1.20036161681979,0.345799983090482,8094
5768,Olfr1477,0.902330852426663,0.338929244568619,8094
5769,Olfr1487,0.310204790952236,0.675093340540376,8094
5770,Olfr1497,0.19174551950715,0.829138612610763,8094
5771,Olfr15,1.28184858405192,0.217344146462244,8094
5772,Olfr1500,1.20081356592176,0.217654904837183,8094
5773,Olfr1505,0.354516453875414,0.647294196164013,8094
5774,Olfr1506,1.42414365235228,0.554047844874502,8094
5775,Olfr1507,1.02958473490044,0.217654904837183,8094
5776,Olfr1511,0.489140696164991,0.506562521763691,8094
5777,Olfr1537,1.43079101276428,0.217344146462244,8094
5778,Olfr16,0.769577773465348,0.312231720623447,8094
5779,Olfr165,0.817793178800881,0.380005955529776,8094
5780,Olfr166,1.0338633207001,0.217654904837183,8094
5781,Olfr167,0.710517600900576,0.328443134555611,8094
5782,Olfr168,1.06510280774893,0.229381897838197,8094
5783,Olfr169,1.16390685774108,0.217344146462244,8094
5784,Olfr170,0.890779351136816,0.259225156385634,8094
5785,Olfr171,0.998964290171317,0.253593911997977,8094
5786,Olfr173,1.56754896381303,0.217344146462244,8094
5787,Olfr177,0.872014871328826,0.335993879422475,8094
5788,Olfr180,1.43429520423356,0.217344146462244,8094
5789,Olfr181,1.1308756057222,0.219696540861376,8094
5790,Olfr183,0.662713913838267,0.344729616229644,8094
5791,Olfr186,1.18876006970353,0.217654904837183,8094
5792,Olfr190,0.844400065541164,0.299156082840802,8094
5793,Olfr191,0.996426464846161,0.23080094676699,8094
5794,Olfr193,0.721737581495712,0.438234129461981,8094
5795,Olfr194,1.38066469564208,0.293745701534984,8094
5796,Olfr195,0.18719570030738,0.838246573449063,8094
5797,Olfr196,0.918234299162136,0.293436053663702,8094
5798,Olfr198,1.967663163283,0.217344146462244,8094
5799,Olfr199,0.836632569976564,0.405240346255928,8094
5800,Olfr2,0.0001867196277676,1.0,8094
5801,Olfr20,0.920071741952519,0.262664896432867,8094
5802,Olfr202,0.97145950548837,0.271976648255263,8094
5803,Olfr203,0.379633199032196,0.734391668230298,8094
5804,Olfr204,0.442878965006534,0.628113579625315,8094
5805,Olfr205,1.21622863972211,0.217344146462244,8094
5806,Olfr206,0.820671919553702,0.337107383901582,8094
5807,Olfr211,1.06960796519706,0.257689669599708,8094
5808,Olfr212,1.36147439010785,0.217344146462244,8094
5809,Olfr213,1.0313798544031,0.229541685911102,8094
5810,Olfr215,0.71832594576497,0.407755947535526,8094
5811,Olfr220,0.659572153648544,0.355510694063004,8094
5812,Olfr221,1.38587584405447,0.217654904837183,8094
5813,Olfr224,1.18871164882005,0.217654904837183,8094
5814,Olfr235,1.24333109964282,0.217654904837183,8094
5815,Olfr237,1.47401906333805,0.217344146462244,8094
5816,Olfr247,1.24693792155991,0.23080094676699,8094
5817,Olfr251,2.05751018041171,0.217344146462244,8094
5818,Olfr259,0.260439503458561,0.893614929215947,8094
5819,Olfr27,0.502451350144577,0.578937917284322,8094
5820,Olfr275,-0.392988641444339,0.800261719245015,8094
5821,Olfr285,-0.267893412775194,0.695823497253906,8094
5822,Olfr286,0.827344210191106,0.293745701534984,8094
5823,Olfr287,0.968501659886847,0.245453558098872,8094
5824,Olfr288,-0.510501895320533,0.531955234113073,8094
5825,Olfr297,0.522762943863013,0.522837792638527,8094
5826,Olfr30,1.24502860273728,0.217654904837183,8094
5827,Olfr308,0.41293094110297,0.631904639234054,8094
5828,Olfr309,0.894262329786498,0.253593911997977,8094
5829,Olfr31,1.15633975027587,0.217344146462244,8094
5830,Olfr311,-0.193113649441638,0.829138612610763,8094
5831,Olfr314,0.904164821002346,0.270208125656295,8094
5832,Olfr315,0.608524424777514,0.399651000137565,8094
5833,Olfr316,1.27799468077806,0.23663975666468,8094
5834,Olfr317,0.718685635076885,0.427825381182907,8094
5835,Olfr32,1.56300480175243,0.217344146462244,8094
5836,Olfr325,0.795894187463033,0.301918259697849,8094
5837,Olfr328,1.48556476777958,0.217344146462244,8094
5838,Olfr329,1.04105744926297,0.219696540861376,8094
5839,Olfr33,2.75402729370516,0.0081665737960645,8094
5840,Olfr330,1.05866772738697,0.219696540861376,8094
5841,Olfr332,0.746303014083928,0.313421089323224,8094
5842,Olfr338,0.755447159406605,0.411308301266012,8094
5843,Olfr346,1.94972805396555,0.217344146462244,8094
5844,Olfr350,1.17645624491026,0.217654904837183,8094
5845,Olfr351,1.26651985773361,0.245453558098872,8094
5846,Olfr352,1.27701845415664,0.345059921627356,8094
5847,Olfr353,-0.25329378904465,0.786868796204079,8094
5848,Olfr361,0.938312749965189,0.26385417945122,8094
5849,Olfr362,0.631639565099626,0.46320745477357,8094
5850,Olfr374,1.18487406476765,0.217654904837183,8094
5851,Olfr376,1.17924060278703,0.217654904837183,8094
5852,Olfr381,0.223015760386798,0.85278221749351,8094
5853,Olfr390,1.34960087289829,0.217344146462244,8094
5854,Olfr392,1.38170167149374,0.217344146462244,8094
5855,Olfr398,0.768033917683625,0.305692320368281,8094
5856,Olfr406,1.93852036075707,0.217344146462244,8094
5857,Olfr424,1.24799099925511,0.23663975666468,8094
5858,Olfr429,0.557242846373182,0.455196634137754,8094
5859,Olfr43,1.28471591601088,0.217654904837183,8094
5860,Olfr434,0.476273556453051,0.681226597589665,8094
5861,Olfr441,1.18363412630893,0.217654904837183,8094
5862,Olfr447,2.71276372810105,0.217344146462244,8094
5863,Olfr46,0.986738211390872,0.23663975666468,8094
5864,Olfr463,0.926277532246394,0.262664896432867,8094
5865,Olfr464,1.25250025023216,0.217654904837183,8094
5866,Olfr467,0.298624824053495,0.727765228331076,8094
5867,Olfr469,1.11888385497176,0.261769883586471,8094
5868,Olfr47,1.3381032600535,0.217344146462244,8094
5869,Olfr472,0.85274628795188,0.337107383901582,8094
5870,Olfr473,1.53607088277278,0.217654904837183,8094
5871,Olfr476,0.661414740846525,0.429082968204197,8094
5872,Olfr477,0.938995011063753,0.270755035334525,8094
5873,Olfr478,0.678234255561268,0.422770813012972,8094
5874,Olfr480,-0.264316829364634,0.826836076875172,8094
5875,Olfr481,1.23315825088712,0.217654904837183,8094
5876,Olfr488,1.17973389303258,0.217344146462244,8094
5877,Olfr491,0.695367258263807,0.361363192235668,8094
5878,Olfr502,1.16734854797346,0.254520794870151,8094
5879,Olfr506,1.29031169842568,0.217654904837183,8094
5880,Olfr508,1.04818215924653,0.264218450170078,8094
5881,Olfr516,0.608866054556193,0.394014054766896,8094
5882,Olfr518,0.801031656600687,0.337107383901582,8094
5883,Olfr52,0.19215507498451,0.790927198496391,8094
5884,Olfr524,1.0291906965134,0.23080094676699,8094
5885,Olfr525,1.10234012556865,0.242504661257072,8094
5886,Olfr527,1.36223733508187,0.217344146462244,8094
5887,Olfr53,0.751049994052918,0.301339918812273,8094
5888,Olfr531,1.4270747611925,0.217344146462244,8094
5889,Olfr532,0.864033619988645,0.270208125656295,8094
5890,Olfr536,1.03157856289916,0.260518700891388,8094
5891,Olfr558,1.12940964235853,0.23663975666468,8094
5892,Olfr56,1.22461444837227,0.217344146462244,8094
5893,Olfr560,0.17983286021026,0.818101368072566,8094
5894,Olfr561,0.780390855135225,0.318963272822932,8094
5895,Olfr569,1.02291478074374,0.242283319796245,8094
5896,Olfr576,1.25116177884652,0.270208125656295,8094
5897,Olfr577,1.07193972444571,0.23080094676699,8094
5898,Olfr578,0.688834996142265,0.344021043190147,8094
5899,Olfr59,1.5899247979849,0.217344146462244,8094
5900,Olfr599,0.983304082453288,0.285442798302472,8094
5901,Olfr6,1.37349039113982,0.217344146462244,8094
5902,Olfr60,1.31996788058083,0.217344146462244,8094
5903,Olfr606,1.11969488001593,0.226955515960122,8094
5904,Olfr61,0.859653561799483,0.270208125656295,8094
5905,Olfr610,0.791054218499878,0.271976648255263,8094
5906,Olfr611,1.19342526576279,0.217654904837183,8094
5907,Olfr612,1.93980298786821,0.217344146462244,8094
5908,Olfr615,0.487436259315836,0.464964480582048,8094
5909,Olfr618,2.23618944614478,0.217344146462244,8094
5910,Olfr62,0.919576835498678,0.268080544434116,8094
5911,Olfr620,0.962360736343677,0.23663975666468,8094
5912,Olfr630,0.844242616942083,0.293745701534984,8094
5913,Olfr64,0.378445248918424,0.59334116921004,8094
5914,Olfr644,1.08804294256275,0.23080094676699,8094
5915,Olfr646,1.30159882225565,0.282165736301861,8094
5916,Olfr649,0.832461421203871,0.361363192235668,8094
5917,Olfr676,-0.202088897330717,0.806941346518511,8094
5918,Olfr691,0.613829384609056,0.399806892906636,8094
5919,Olfr693,1.06668411248621,0.220394468683495,8094
5920,Olfr694,1.47533828225095,0.217344146462244,8094
5921,Olfr695,1.21987673361166,0.217344146462244,8094
5922,Olfr697,0.807983064777469,0.407755947535526,8094
5923,Olfr698,1.16324943147198,0.217344146462244,8094
5924,Olfr699,-0.0782524898288171,0.937791539839187,8094
5925,Olfr701,1.12627667209748,0.260518700891388,8094
5926,Olfr705,1.21396855694708,0.217344146462244,8094
5927,Olfr706,1.11530281115702,0.217654904837183,8094
5928,Olfr707,0.702998314419155,0.377628909190807,8094
5929,Olfr710,0.237607969454338,0.773582606252798,8094
5930,Olfr713,1.26616737663334,0.217654904837183,8094
5931,Olfr714,0.380504019743188,0.695823497253906,8094
5932,Olfr715,1.1856586284458,0.217654904837183,8094
5933,Olfr716,0.414248969899048,0.616144742925755,8094
5934,Olfr720,1.37289856188999,0.217344146462244,8094
5935,Olfr722,0.593439247273664,0.412043681061745,8094
5936,Olfr723,0.5462842544285,0.448598733643786,8094
5937,Olfr724,0.137127817090337,0.892411041013633,8094
5938,Olfr726,0.996840659486207,0.23080094676699,8094
5939,Olfr727,0.818405297759689,0.268080544434116,8094
5940,Olfr729,0.778705134977495,0.328361232066422,8094
5941,Olfr733,1.34489107277479,0.217344146462244,8094
5942,Olfr736,0.771947003520308,0.400775745945935,8094
5943,Olfr740,0.518751956531619,0.502127736519255,8094
5944,Olfr741,0.725538004461662,0.326229874720499,8094
5945,Olfr742,0.614937349927635,0.483720785062848,8094
5946,Olfr743,0.747216215749531,0.371016047732848,8094
5947,Olfr744,1.20617843468178,0.217654904837183,8094
5948,Olfr745,0.909825419933899,0.264832277199322,8094
5949,Olfr746,-0.0578894974866626,0.9557767065259,8094
5950,Olfr748,0.890168100608315,0.293745701534984,8094
5951,Olfr749,0.544873960997828,0.455196634137754,8094
5952,Olfr76,1.07172922070351,0.270208125656295,8094
5953,Olfr796,1.35126362147101,0.217344146462244,8094
5954,Olfr819,1.63138299233062,0.217344146462244,8094
5955,Olfr820,1.51981666601798,0.217344146462244,8094
5956,Olfr823,0.916759248206418,0.425554844706428,8094
5957,Olfr824,1.00089198689277,0.305692320368281,8094
5958,Olfr830,0.217744598224614,0.919815558795801,8094
5959,Olfr843,1.04347395082238,0.253593911997977,8094
5960,Olfr851,1.06521386714551,0.217654904837183,8094
5961,Olfr874,1.523834812907,0.217344146462244,8094
5962,Olfr875,0.556794804916837,0.467707037459146,8094
5963,Olfr876,0.193524187059463,0.823314786348699,8094
5964,Olfr881,1.61591226718984,0.217344146462244,8094
5965,Olfr884,1.51850363747961,0.217344146462244,8094
5966,Olfr888,0.995721009372554,0.408579599084666,8094
5967,Olfr889,2.062658227585,0.217344146462244,8094
5968,Olfr890,-0.120738382083459,0.930095408717222,8094
5969,Olfr898,0.714638096192357,0.499262687073892,8094
5970,Olfr9,1.17786293993583,0.219696540861376,8094
5971,Olfr90,1.45746252505763,0.217654904837183,8094
5972,Olfr901,1.47855905409477,0.217344146462244,8094
5973,Olfr902,1.69094245368591,0.225414024888257,8094
5974,Olfr904,1.46239796168263,0.271976648255263,8094
5975,Olfr907,0.0734952690668898,0.965019247962338,8094
5976,Olfr91,1.42883183078856,0.217344146462244,8094
5977,Olfr910,1.49742623865355,0.217344146462244,8094
5978,Olfr912,0.60355480612791,0.419868485160764,8094
5979,Olfr913,1.38290177395573,0.217654904837183,8094
5980,Olfr914,-0.266782641644033,0.810284785992295,8094
5981,Olfr918,1.40147338056897,0.252310902025753,8094
5982,Olfr92,0.829361868128291,0.264832277199322,8094
5983,Olfr921,1.9522373361821,0.217344146462244,8094
5984,Olfr923,1.37722704618394,0.217344146462244,8094
5985,Olfr93,0.92502456291473,0.264899863585543,8094
5986,Olfr935,2.13062339606513,0.217344146462244,8094
5987,Olfr937,1.51582292726707,0.217344146462244,8094
5988,Olfr948,0.777791214151333,0.395442153546037,8094
5989,Olfr95,-0.231117103809089,0.823314786348699,8094
5990,Olfr954,1.10197160855989,0.317767198419963,8094
5991,Olfr959,0.644808453022993,0.358581211901712,8094
5992,Olfr968,1.85938392577137,0.217344146462244,8094
5993,Olfr972,0.641032897981779,0.398791197354015,8094
5994,Olfr975,2.37624403729875,0.217344146462244,8094
5995,Olfr978,0.441213323933844,0.660811311288038,8094
5996,Olfr979,0.824047481929421,0.301339918812273,8094
5997,Olfr980,0.702913062686654,0.423154668906451,8094
5998,Olfr981,-0.0783097313622848,0.929693292182038,8094
5999,Olfr983,1.05486283287706,0.23080094676699,8094
6000,Olfr1,-0.0301216754608112,1.0,8130
6001,Olfr1009,0.214855502362802,1.0,8130
6002,Olfr1012,0.0554237518824246,1.0,8130
6003,Olfr1013,-0.236959777416421,1.0,8130
6004,Olfr1014,0.609527293879924,0.964618247550404,8130
6005,Olfr1015,0.327235042038467,1.0,8130
6006,Olfr1016,0.698804411733887,1.0,8130
6007,Olfr102,0.16810839996218,1.0,8130
6008,Olfr1023,0.594707760768588,1.0,8130
6009,Olfr1029,0.175719670274114,1.0,8130
6010,Olfr1030,0.43515092157974,1.0,8130
6011,Olfr1044,0.0513733585761626,1.0,8130
6012,Olfr1047,-0.427485944078074,1.0,8130
6013,Olfr1054,0.48332569914738,1.0,8130
6014,Olfr1056,-0.426206540162012,1.0,8130
6015,Olfr1079,-0.372338033561374,1.0,8130
6016,Olfr1082,-1.0084800954589,0.964618247550404,8130
6017,Olfr1085,-0.249461879625815,1.0,8130
6018,Olfr1090,0.493501729200685,1.0,8130
6019,Olfr1093,0.276690802645123,1.0,8130
6020,Olfr1094,-1.16660361331988,0.964618247550404,8130
6021,Olfr1097,0.179861329818264,1.0,8130
6022,Olfr11,1.08210908312182,0.127581835872888,8130
6023,Olfr110,0.24719522059037,1.0,8130
6024,Olfr1107,0.0647699698157833,1.0,8130
6025,Olfr111,-0.545579230092367,0.964618247550404,8130
6026,Olfr1110,0.204900427866655,1.0,8130
6027,Olfr1113,-0.327153462564591,1.0,8130
6028,Olfr1115,0.0623078699525138,1.0,8130
6029,Olfr1116,0.132065391666493,1.0,8130
6030,Olfr112,-0.346503882577965,1.0,8130
6031,Olfr1121,-0.23891527754294,1.0,8130
6032,Olfr1123,0.12422556559892,1.0,8130
6033,Olfr1129,0.453307622593571,1.0,8130
6034,Olfr1131,-1.18098712125386,0.984002712472793,8130
6035,Olfr1132,0.646731202378602,1.0,8130
6036,Olfr1133,-0.965620922374705,0.961739844969162,8130
6037,Olfr1134,-0.311006314333558,1.0,8130
6038,Olfr1135,0.162183936192556,1.0,8130
6039,Olfr1138,-0.0176587605544193,1.0,8130
6040,Olfr114,-0.324913073912948,1.0,8130
6041,Olfr1152,-0.0196960913304543,1.0,8130
6042,Olfr1153,0.504596129493377,1.0,8130
6043,Olfr1155,0.316465960179271,1.0,8130
6044,Olfr1160,-0.164926876167817,1.0,8130
6045,Olfr1168,0.177828083177265,1.0,8130
6046,Olfr1179,1.18773494476821,1.0,8130
6047,Olfr1180,0.525157233130121,1.0,8130
6048,Olfr1183,0.204968140324015,1.0,8130
6049,Olfr1193,-0.103351547878122,1.0,8130
6050,Olfr1199,-0.387577372251557,1.0,8130
6051,Olfr12,1.3951054334005,6.61743418813503e-05,8130
6052,Olfr1204,0.166431698137898,1.0,8130
6053,Olfr1205,1.66472601478122,0.0116961448653525,8130
6054,Olfr1206,0.716087233256072,0.964618247550404,8130
6055,Olfr1209,-0.0113779503976786,1.0,8130
6056,Olfr1215,0.0849186096783584,1.0,8130
6057,Olfr1217,0.138390460474897,1.0,8130
6058,Olfr1219,-0.16537954308737,1.0,8130
6059,Olfr122,0.379942616930943,1.0,8130
6060,Olfr1220,0.0729766240050256,1.0,8130
6061,Olfr1223,1.54424561461558,0.953531970557582,8130
6062,Olfr1228,0.320817920455344,1.0,8130
