,fullFit_ytrue_Euc,fullFit_ytrue_cor,fullFit_ytrue_cos,fullFit_ypred_Euc,fullFit_ypred_cor,fullFit_ypred_cos
96,26.98499836964926,0.8967166545452752,0.9393261060465448,27.046694,0.8978913,0.9422919
97,25.563999532533167,1.06322859823465,0.9867496517714275,25.545036,1.0625019,0.9869934
98,24.382766472764803,0.9302809896424973,0.9600235403215565,24.401495,0.9309641,0.96499723
99,21.61171906955939,1.0501271632402351,1.0698412773508954,21.519897,1.0493634,1.0695138
100,27.9710309613327,1.043239869377545,1.1068558285885148,27.969006,1.0434269,1.1071444
101,28.528066593524915,1.0241349990969317,1.1172006918777382,28.555582,1.0258362,1.122093
102,20.677248023857345,0.9577576292097918,0.8733818042679607,20.664091,0.95694673,0.8743069
103,32.02536988246037,1.1163400139737942,1.076503052847109,32.04999,1.1151185,1.0805807
104,20.813432471577514,1.0451072650043818,0.970328406015574,20.911062,1.0466082,0.9629871
105,25.211938896733688,0.9925010008329606,1.071324792068365,25.24653,0.99359435,1.0767456
106,19.044351987329442,0.9756824707376911,0.9238289143663546,19.069046,0.97962534,0.9276173
107,21.4119363668077,0.9167952985322504,0.8867102476220532,21.43716,0.9172984,0.89164335
108,21.52059540188758,1.031076441503955,1.0489471857260495,21.558632,1.0307748,1.0491529
109,18.73723587217569,1.0729617898921948,1.0608990708002153,18.671398,1.0723038,1.0553173
110,23.641465737201923,0.9352528390798471,0.9734777807028342,23.70951,0.93665206,0.9766688
111,27.13167194166379,1.0056875712232871,1.0981522988413124,27.154596,1.0045114,1.0966398
112,24.83007244023625,0.9537605082058082,1.0669154025860976,24.775719,0.9514697,1.0667602
113,35.21152556502246,0.9845880797004021,0.8271086473479786,35.170914,0.98465616,0.82405466
114,20.380363761769196,0.6792810304535906,0.660497578095741,20.387833,0.6794807,0.66199374
115,25.478297752481485,1.0832778078320477,1.0807922424708427,25.510914,1.0828106,1.080433
116,18.95219237836681,0.9234531246223019,0.9259489216955762,18.99228,0.9241839,0.92541033
117,21.636065695664893,1.010176189441609,0.9399226842008415,21.623835,1.0100758,0.9396789
118,19.947639195613423,1.0126231277515008,0.9302745108649926,19.910883,1.0114505,0.93130577
119,18.993076495838697,1.017402108907956,1.029041509627108,19.049501,1.0164996,1.027855
120,17.245782345020256,0.8422139913311623,0.812735180807368,17.317291,0.8433267,0.81652933
121,28.303683581255243,1.0358037547021473,1.1095859288598908,28.39675,1.0343723,1.1168596
122,25.78758682069557,1.0901138899906728,1.076268868163623,25.923285,1.089164,1.0937912
123,22.75185464896794,1.1027641318502062,1.071924461550561,22.766811,1.1054242,1.0819159
124,29.994068629388916,1.0042666932242703,1.074182535150274,30.003027,1.0056703,1.0816913
125,24.065773072934093,1.096440338191003,1.077172034502002,24.171839,1.0970876,1.0768363
126,23.03446600553317,1.0357437991963316,1.0686995739451968,22.93622,1.0349033,1.0692573
127,25.01238617181416,1.121759527280163,1.147141800494855,24.906675,1.1211289,1.1393337
128,21.093648169750235,1.0749116731723078,1.0518808776761277,21.095343,1.074865,1.046388
129,23.56035052316806,0.9616851146800693,0.9025793860081126,23.551931,0.96113104,0.8964614
130,26.29962393823383,1.069716871780301,1.1379664824926303,26.222473,1.0687941,1.1333417
131,26.341526907343912,1.005599467621391,0.9717835490332875,26.186775,1.0090482,0.97511727
132,25.338678292058354,0.9408712985871304,0.9043894003982216,25.283167,0.9400212,0.90620893
133,19.245881723572836,1.0495420470290655,1.023296291666589,19.289675,1.0497863,1.0260426
134,19.077432715341356,0.9059149629508501,0.8862305906814163,19.10515,0.9057232,0.88689244
135,31.792661182388883,1.0844329098515066,1.119445845110832,31.55131,1.0858436,1.1045098
136,23.621761049804086,1.125791109737077,1.1934650048822832,23.583912,1.1221915,1.1864158
137,26.612925019394712,1.1306752969185594,1.1926325926345016,26.528057,1.126705,1.1835519
138,21.0858246595021,1.129279078640843,1.0979910357155949,21.151264,1.1265783,1.089585
139,21.261265480863475,0.9830789942727854,0.9917137870449905,21.290537,0.9853708,0.9994297
140,23.758559766440165,0.9871546067391747,1.0725083289915582,23.84848,0.98857135,1.0770823
141,18.9283306693141,0.9922913302111079,0.9901870660698321,19.011171,0.9919701,0.99451995
142,22.812605324267654,1.0083152047084891,1.0461530001319832,22.862587,1.0091174,1.0421269
143,24.312968991756954,1.0072961661931155,0.941387775937874,24.309917,1.0080551,0.93991333
144,27.740632909275483,0.9500251180786273,0.8736063073101268,27.778753,0.95030326,0.87367123
145,27.846626012164396,1.0545949462401762,1.0994277416184437,27.891134,1.0531746,1.0989016
146,24.240860206215462,1.069596062605722,0.9751288168879039,24.259785,1.0697604,0.97451794
147,23.383745704906133,0.9414796166048982,0.9780554253918914,23.372826,0.94265443,0.9804648
148,19.73117836026675,1.0080694891284867,1.03366936400921,19.763325,1.0086586,1.0369741
149,27.316205144387727,1.087882686140348,1.1625690578857506,27.091661,1.086714,1.1658888
150,31.867036606869362,0.9996484955927133,1.2345497987492438,31.755049,1.0008147,1.2305186
151,36.41560546652354,0.9073278765966759,1.0143911735925832,36.43211,0.9074751,1.0149938
152,30.190217003365884,0.9798393760845313,1.168652372084054,30.193926,0.97908443,1.1654407
153,25.72946632000551,0.8818883261518982,0.7029409360980614,25.700703,0.8809131,0.7040041
154,28.48234113482718,0.9758442401570785,1.1188786393172623,28.4902,0.97455674,1.1175605
155,32.35116861325964,1.1685410536718521,1.2292919447553539,32.353218,1.1702853,1.2293793
156,28.05007940002148,1.062127298571218,1.0049346735711602,28.056093,1.0619087,1.00368
157,26.287448840604373,1.0071546288100988,1.0338145160385592,26.243658,1.0088509,1.038682
158,28.444898277284004,0.9718617226456462,0.8824037251705058,28.481314,0.9720883,0.884066
159,27.90067812064012,1.0107931806323054,0.764736951555906,27.868183,1.0121917,0.76809794
160,25.49888877036523,0.9658231717495405,0.7013078890428124,25.661592,0.9695644,0.7081824
161,50.569008531304235,1.1528160145871562,1.4988708929375218,50.439697,1.1519148,1.4926329
162,33.5612546262477,1.132182993536118,1.1865791982624143,33.448082,1.1265018,1.1814028
163,31.45865535071007,1.0524470119835085,1.0477651273715902,31.46633,1.0525892,1.0437598
164,25.727882283464194,0.8811679932019896,0.8944836437227209,25.728264,0.88281155,0.9047749
165,32.76126088322601,1.1368733101285056,1.2914940919520326,32.725704,1.1362953,1.2924111
