"","full_pcorr_Euc","full_mse_Euc","full_pcorr_cor","full_mse_cor","full_pcorr_cos","full_mse_cos","lambda","nFeats_Euc","nFeats_cor","nFeats_cos"
"s58",0.873008803870745,6.62853386493912,NA,0.0100049274502353,NA,0.0186355445116958,0.171171171171171,87,0,0
"s59",0.872362290648351,6.66897416103372,NA,0.0100049274502353,NA,0.0186355445116958,0.174174174174174,85,0,0
"s60",0.871699170679717,6.71010059005231,NA,0.0100049274502353,NA,0.0186355445116958,0.177177177177177,86,0,0
"s61",0.871017168449872,6.75202748600862,NA,0.0100049274502353,NA,0.0186355445116958,0.18018018018018,84,0,0
"s62",0.870368728876198,6.79259207600181,NA,0.0100049274502353,NA,0.0186355445116958,0.183183183183183,79,0,0
"s63",0.869724707985668,6.83305464952546,NA,0.0100049274502353,NA,0.0186355445116958,0.186186186186186,79,0,0
"s64",0.869065138408976,6.87418226951812,NA,0.0100049274502353,NA,0.0186355445116958,0.189189189189189,80,0,0
"s65",0.868404013185818,6.91536057364697,NA,0.0100049274502353,NA,0.0186355445116958,0.192192192192192,78,0,0
"s66",0.86775002542352,6.95630263397935,NA,0.0100049274502353,NA,0.0186355445116958,0.195195195195195,77,0,0
"s67",0.867088448403587,6.99755791124306,NA,0.0100049274502353,NA,0.0186355445116958,0.198198198198198,77,0,0
"s68",0.866409411117079,7.03948635016743,NA,0.0100049274502353,NA,0.0186355445116958,0.201201201201201,77,0,0
"s69",0.865699834994334,7.08257677586723,NA,0.0100049274502353,NA,0.0186355445116958,0.204204204204204,78,0,0
"s70",0.865024942752999,7.1243643863446,NA,0.0100049274502353,NA,0.0186355445116958,0.207207207207207,76,0,0
"s71",0.864341954774475,7.16642580158174,NA,0.0100049274502353,NA,0.0186355445116958,0.21021021021021,74,0,0
"s72",0.863663177382803,7.20836959316977,NA,0.0100049274502353,NA,0.0186355445116958,0.213213213213213,71,0,0
"s73",0.862988564286355,7.25026347001178,NA,0.0100049274502353,NA,0.0186355445116958,0.216216216216216,71,0,0
"s74",0.862304505144263,7.29244582466428,NA,0.0100049274502353,NA,0.0186355445116958,0.219219219219219,71,0,0
"s75",0.861602405874508,7.33530685132491,NA,0.0100049274502353,NA,0.0186355445116958,0.222222222222222,69,0,0
"s76",0.860870762468248,7.37924677832768,NA,0.0100049274502353,NA,0.0186355445116958,0.225225225225225,69,0,0
"s77",0.860148976953733,7.42271499594562,NA,0.0100049274502353,NA,0.0186355445116958,0.228228228228228,67,0,0
"s78",0.859447252848182,7.46556648056189,NA,0.0100049274502353,NA,0.0186355445116958,0.231231231231231,65,0,0
"s79",0.858739250187845,7.50861129376067,NA,0.0100049274502353,NA,0.0186355445116958,0.234234234234234,67,0,0
"s80",0.858015848292796,7.55220692908637,NA,0.0100049274502353,NA,0.0186355445116958,0.237237237237237,67,0,0
"s81",0.857277110099284,7.59633377208696,NA,0.0100049274502353,NA,0.0186355445116958,0.24024024024024,67,0,0
"s82",0.856518851753128,7.64109279537538,NA,0.0100049274502353,NA,0.0186355445116958,0.243243243243243,68,0,0
"s83",0.855822855402505,7.68371357596117,NA,0.0100049274502353,NA,0.0186355445116958,0.246246246246246,66,0,0
"s84",0.855133334542046,7.72602623397866,NA,0.0100049274502353,NA,0.0186355445116958,0.249249249249249,65,0,0
"s85",0.854429764667216,7.76872369910227,NA,0.0100049274502353,NA,0.0186355445116958,0.252252252252252,66,0,0
"s86",0.853775495127958,7.80975563672988,NA,0.0100049274502353,NA,0.0186355445116958,0.255255255255255,63,0,0
"s87",0.853114792592299,7.85104927089755,NA,0.0100049274502353,NA,0.0186355445116958,0.258258258258258,64,0,0
"s88",0.852440080661418,7.89284110160675,NA,0.0100049274502353,NA,0.0186355445116958,0.261261261261261,64,0,0
"s89",0.851746728151153,7.93538861137809,NA,0.0100049274502353,NA,0.0186355445116958,0.264264264264264,63,0,0
"s90",0.851065656069683,7.97750366937792,NA,0.0100049274502353,NA,0.0186355445116958,0.267267267267267,60,0,0
"s91",0.85042216999202,8.01815230320895,NA,0.0100049274502353,NA,0.0186355445116958,0.27027027027027,60,0,0
"s92",0.849776299113219,8.05891750021827,NA,0.0100049274502353,NA,0.0186355445116958,0.273273273273273,60,0,0
"s93",0.849117700031304,8.10012817989996,NA,0.0100049274502353,NA,0.0186355445116958,0.276276276276276,60,0,0
"s94",0.848446405887684,8.14176003922873,NA,0.0100049274502353,NA,0.0186355445116958,0.279279279279279,60,0,0
"s95",0.847762844006707,8.18376020263572,NA,0.0100049274502353,NA,0.0186355445116958,0.282282282282282,63,0,0
"s96",0.847065914206759,8.22633694238104,NA,0.0100049274502353,NA,0.0186355445116958,0.285285285285285,59,0,0
"s97",0.846363634398472,8.26901946312719,NA,0.0100049274502353,NA,0.0186355445116958,0.288288288288288,62,0,0
"s98",0.845648770812192,8.31211189533971,NA,0.0100049274502353,NA,0.0186355445116958,0.291291291291291,62,0,0
"s99",0.844922472114652,8.35562949435197,NA,0.0100049274502353,NA,0.0186355445116958,0.294294294294294,60,0,0
"s100",0.844179374943015,8.39953162910039,NA,0.0100049274502353,NA,0.0186355445116958,0.297297297297297,57,0,0
"s101",0.843457192804297,8.44307771068063,NA,0.0100049274502353,NA,0.0186355445116958,0.3003003003003,55,0,0
"s102",0.84278655363956,8.48444095641863,NA,0.0100049274502353,NA,0.0186355445116958,0.303303303303303,54,0,0
"s103",0.842107966981821,8.52618722238463,NA,0.0100049274502353,NA,0.0186355445116958,0.306306306306306,54,0,0
"s104",0.841404671472451,8.56864614439064,NA,0.0100049274502353,NA,0.0186355445116958,0.309309309309309,54,0,0
"s105",0.840777331513522,8.60875936806775,NA,0.0100049274502353,NA,0.0186355445116958,0.312312312312312,51,0,0
"s106",0.840156784691451,8.6485222901022,NA,0.0100049274502353,NA,0.0186355445116958,0.315315315315315,52,0,0
"s107",0.839524672307288,8.68867061634365,NA,0.0100049274502353,NA,0.0186355445116958,0.318318318318318,51,0,0
"s108",0.838880576691736,8.72921262923481,NA,0.0100049274502353,NA,0.0186355445116958,0.321321321321321,52,0,0
"s109",0.838223867059434,8.77016316685365,NA,0.0100049274502353,NA,0.0186355445116958,0.324324324324324,52,0,0
"s110",0.837556685429203,8.81144038084769,NA,0.0100049274502353,NA,0.0186355445116958,0.327327327327327,51,0,0
"s111",0.836896936459224,8.85248092017009,NA,0.0100049274502353,NA,0.0186355445116958,0.33033033033033,51,0,0
"s112",0.83622667998783,8.89380063897869,NA,0.0100049274502353,NA,0.0186355445116958,0.333333333333333,51,0,0
"s113",0.835569643402543,8.93474908738206,NA,0.0100049274502353,NA,0.0186355445116958,0.336336336336336,49,0,0
"s114",0.834909051755261,8.97576627250362,NA,0.0100049274502353,NA,0.0186355445116958,0.339339339339339,49,0,0
"s115",0.834237120700403,9.01714132012137,NA,0.0100049274502353,NA,0.0186355445116958,0.342342342342342,49,0,0
"s116",0.833549051854569,9.05905240425646,NA,0.0100049274502353,NA,0.0186355445116958,0.345345345345345,48,0,0
"s117",0.832892386274634,9.09982644316229,NA,0.0100049274502353,NA,0.0186355445116958,0.348348348348348,47,0,0
"s118",0.832256568559671,9.1400151179578,NA,0.0100049274502353,NA,0.0186355445116958,0.351351351351351,46,0,0
"s119",0.831612620859232,9.18044979357842,NA,0.0100049274502353,NA,0.0186355445116958,0.354354354354354,48,0,0
"s120",0.830948882444149,9.22143625250176,NA,0.0100049274502353,NA,0.0186355445116958,0.357357357357357,47,0,0
"s121",0.830309531867933,9.26183877623318,NA,0.0100049274502353,NA,0.0186355445116958,0.36036036036036,47,0,0
"s122",0.829666200025467,9.30215356341392,NA,0.0100049274502353,NA,0.0186355445116958,0.363363363363363,46,0,0
"s123",0.829013101062461,9.34276086891558,NA,0.0100049274502353,NA,0.0186355445116958,0.366366366366366,46,0,0
"s124",0.828354775510126,9.3835435794262,NA,0.0100049274502353,NA,0.0186355445116958,0.369369369369369,46,0,0
"s125",0.827674339834337,9.42502040526448,NA,0.0100049274502353,NA,0.0186355445116958,0.372372372372372,46,0,0
"s126",0.82702472210564,9.4654717614736,NA,0.0100049274502353,NA,0.0186355445116958,0.375375375375375,46,0,0
"s127",0.826364222793806,9.50624731146039,NA,0.0100049274502353,NA,0.0186355445116958,0.378378378378378,46,0,0
"s128",0.825692664869808,9.54734747293401,NA,0.0100049274502353,NA,0.0186355445116958,0.381381381381381,47,0,0
"s129",0.825009766803273,9.58877597857481,NA,0.0100049274502353,NA,0.0186355445116958,0.384384384384384,46,0,0
"s130",0.824315235091646,9.63054220995711,NA,0.0100049274502353,NA,0.0186355445116958,0.387387387387387,46,0,0
"s131",0.823622013846783,9.67216886301147,NA,0.0100049274502353,NA,0.0186355445116958,0.39039039039039,45,0,0
"s132",0.822929153954907,9.71372220005671,NA,0.0100049274502353,NA,0.0186355445116958,0.393393393393393,45,0,0
"s133",0.822233639791525,9.75540431830636,NA,0.0100049274502353,NA,0.0186355445116958,0.396396396396396,45,0,0
"s134",0.821527963533759,9.79734903133226,NA,0.0100049274502353,NA,0.0186355445116958,0.399399399399399,45,0,0
"s135",0.820812132553912,9.8395404955966,NA,0.0100049274502353,NA,0.0186355445116958,0.402402402402402,44,0,0
"s136",0.820087948019627,9.88189902545117,NA,0.0100049274502353,NA,0.0186355445116958,0.405405405405405,45,0,0
"s137",0.819360818229119,9.92424078458543,NA,0.0100049274502353,NA,0.0186355445116958,0.408408408408408,45,0,0
"s138",0.818630781253729,9.96679228313766,NA,0.0100049274502353,NA,0.0186355445116958,0.411411411411411,44,0,0
"s139",0.817889027753402,10.0096733701487,NA,0.0100049274502353,NA,0.0186355445116958,0.414414414414414,43,0,0
"s140",0.81713540914534,10.0528645227828,NA,0.0100049274502353,NA,0.0186355445116958,0.417417417417417,43,0,0
"s141",0.816364576121163,10.0965268141313,NA,0.0100049274502353,NA,0.0186355445116958,0.42042042042042,43,0,0
"s142",0.815596041872425,10.1400554068212,NA,0.0100049274502353,NA,0.0186355445116958,0.423423423423423,43,0,0
"s143",0.814820560177705,10.1837464928523,NA,0.0100049274502353,NA,0.0186355445116958,0.426426426426426,43,0,0
"s144",0.81403287682642,10.2277463398504,NA,0.0100049274502353,NA,0.0186355445116958,0.429429429429429,43,0,0
"s145",0.813232842524155,10.2720549482165,NA,0.0100049274502353,NA,0.0186355445116958,0.432432432432433,43,0,0
"s146",0.81242030661421,10.3166723197926,NA,0.0100049274502353,NA,0.0186355445116958,0.435435435435435,43,0,0
"s147",0.811595116830066,10.3615984626069,NA,0.0100049274502353,NA,0.0186355445116958,0.438438438438438,42,0,0
"s148",0.810757118348451,10.4068334094084,NA,0.0100049274502353,NA,0.0186355445116958,0.441441441441441,43,0,0
"s149",0.809906150569478,10.4523772831643,NA,0.0100049274502353,NA,0.0186355445116958,0.444444444444444,42,0,0
"s150",0.80904203792882,10.4982304948209,NA,0.0100049274502353,NA,0.0186355445116958,0.447447447447448,43,0,0
"s151",0.808164573221315,10.5443941508803,NA,0.0100049274502353,NA,0.0186355445116958,0.45045045045045,42,0,0
"s152",0.807273555981801,10.5908694280682,NA,0.0100049274502353,NA,0.0186355445116958,0.453453453453453,42,0,0
"s153",0.806369618078974,10.6376377871356,NA,0.0100049274502353,NA,0.0186355445116958,0.456456456456456,42,0,0
"s154",0.805470578450982,10.6840715019438,NA,0.0100049274502353,NA,0.0186355445116958,0.459459459459459,43,0,0
"s155",0.804526003270062,10.7318482904645,NA,0.0100049274502353,NA,0.0186355445116958,0.462462462462462,40,0,0
"s156",0.803610292830577,10.7784854142183,NA,0.0100049274502353,NA,0.0186355445116958,0.465465465465465,40,0,0
"s157",0.80271122851947,10.8246623438037,NA,0.0100049274502353,NA,0.0186355445116958,0.468468468468468,39,0,0
"s158",0.801854318967928,10.8701199717452,NA,0.0100049274502353,NA,0.0186355445116958,0.471471471471471,39,0,0
"s159",0.800992890047117,10.9150980312848,NA,0.0100049274502353,NA,0.0186355445116958,0.474474474474474,39,0,0
"s160",0.800122153173826,10.9602254924208,NA,0.0100049274502353,NA,0.0186355445116958,0.477477477477477,39,0,0
"s161",0.799251544913749,11.0053052922492,NA,0.0100049274502353,NA,0.0186355445116958,0.48048048048048,37,0,0
"s162",0.798365562470814,11.0506568526771,NA,0.0100049274502353,NA,0.0186355445116958,0.483483483483483,36,0,0
"s163",0.797473075674756,11.0962966414764,NA,0.0100049274502353,NA,0.0186355445116958,0.486486486486486,36,0,0
"s164",0.796592872406681,11.1413860275251,NA,0.0100049274502353,NA,0.0186355445116958,0.48948948948949,35,0,0
"s165",0.79569577871536,11.1867830569959,NA,0.0100049274502353,NA,0.0186355445116958,0.492492492492492,37,0,0
"s166",0.794804471902342,11.2321141786124,NA,0.0100049274502353,NA,0.0186355445116958,0.495495495495496,35,0,0
"s167",0.793915295525522,11.2771870800111,NA,0.0100049274502353,NA,0.0186355445116958,0.498498498498498,35,0,0
"s168",0.793013180705592,11.3225323345207,NA,0.0100049274502353,NA,0.0186355445116958,0.501501501501502,35,0,0
"s169",0.792097977629691,11.3681499589998,NA,0.0100049274502353,NA,0.0186355445116958,0.504504504504504,34,0,0
"s170",0.791169534754242,11.4140399936825,NA,0.0100049274502353,NA,0.0186355445116958,0.507507507507508,35,0,0
"s171",0.790227704006435,11.4602023083393,NA,0.0100049274502353,NA,0.0186355445116958,0.510510510510511,34,0,0
"s172",0.789272330829871,11.5066369764141,NA,0.0100049274502353,NA,0.0186355445116958,0.513513513513513,35,0,0
"s173",0.788303315267494,11.5533455684256,NA,0.0100049274502353,NA,0.0186355445116958,0.516516516516517,35,0,0
"s174",0.7873204534298,11.6003266735154,NA,0.0100049274502353,NA,0.0186355445116958,0.519519519519519,38,0,0
"s175",0.786323524771477,11.6475784904027,NA,0.0100049274502353,NA,0.0186355445116958,0.522522522522523,39,0,0
"s176",0.785312423470126,11.695102935833,NA,0.0100049274502353,NA,0.0186355445116958,0.525525525525526,39,0,0
"s177",0.784286976120542,11.7429006214958,NA,0.0100049274502353,NA,0.0186355445116958,0.528528528528528,39,0,0
"s178",0.783247122763039,11.7909715698928,NA,0.0100049274502353,NA,0.0186355445116958,0.531531531531532,39,0,0
"s179",0.782194681221938,11.8393309269234,NA,0.0100049274502353,NA,0.0186355445116958,0.534534534534534,39,0,0
"s180",0.781115491722909,11.8881377066831,NA,0.0100049274502353,NA,0.0186355445116958,0.537537537537538,38,0,0
"s181",0.779975336301695,11.9385356447435,NA,0.0100049274502353,NA,0.0186355445116958,0.540540540540541,37,0,0
"s182",0.77881981684054,11.9892005188412,NA,0.0100049274502353,NA,0.0186355445116958,0.543543543543544,37,0,0
"s183",0.777648767437928,12.0401326308523,NA,0.0100049274502353,NA,0.0186355445116958,0.546546546546547,37,0,0
"s184",0.776458405502701,12.0914568597151,NA,0.0100049274502353,NA,0.0186355445116958,0.54954954954955,40,0,0
"s185",0.775273056987227,12.1424271462364,NA,0.0100049274502353,NA,0.0186355445116958,0.552552552552553,39,0,0
"s186",0.774110086216338,12.1926807290344,NA,0.0100049274502353,NA,0.0186355445116958,0.555555555555556,39,0,0
"s187",0.77292125501518,12.2434518292518,NA,0.0100049274502353,NA,0.0186355445116958,0.558558558558559,38,0,0
"s188",0.771725734385252,12.2942614033647,NA,0.0100049274502353,NA,0.0186355445116958,0.561561561561562,39,0,0
"s189",0.770497871186239,12.3457363869217,NA,0.0100049274502353,NA,0.0186355445116958,0.564564564564565,38,0,0
"s190",0.769274014971843,12.3969241936662,NA,0.0100049274502353,NA,0.0186355445116958,0.567567567567568,32,0,0
"s191",0.768075309585546,12.447346714931,NA,0.0100049274502353,NA,0.0186355445116958,0.570570570570571,33,0,0
"s192",0.766865076103492,12.4979109406019,NA,0.0100049274502353,NA,0.0186355445116958,0.573573573573574,33,0,0
"s193",0.765640323620197,12.5485096671965,NA,0.0100049274502353,NA,0.0186355445116958,0.576576576576577,34,0,0
"s194",0.764544147592024,12.596095235698,NA,0.0100049274502353,NA,0.0186355445116958,0.57957957957958,32,0,0
"s195",0.763513598553957,12.6414966260212,NA,0.0100049274502353,NA,0.0186355445116958,0.582582582582583,31,0,0
"s196",0.762469418965128,12.6871319063365,NA,0.0100049274502353,NA,0.0186355445116958,0.585585585585586,32,0,0
"s197",0.761411095399235,12.7330106726023,NA,0.0100049274502353,NA,0.0186355445116958,0.588588588588589,29,0,0
"s198",0.76034835012843,12.7788865346751,NA,0.0100049274502353,NA,0.0186355445116958,0.591591591591592,29,0,0
"s199",0.759270738590432,12.824948643298,NA,0.0100049274502353,NA,0.0186355445116958,0.594594594594595,25,0,0
"s200",0.758274008343603,12.8688457825814,NA,0.0100049274502353,NA,0.0186355445116958,0.597597597597598,25,0,0
"s201",0.757264172626622,12.9129640686021,NA,0.0100049274502353,NA,0.0186355445116958,0.600600600600601,25,0,0
"s202",0.756241094276824,12.9573035013601,NA,0.0100049274502353,NA,0.0186355445116958,0.603603603603604,25,0,0
"s203",0.75520463538495,13.0018640808554,NA,0.0100049274502353,NA,0.0186355445116958,0.606606606606607,25,0,0
"s204",0.754154657314322,13.0466458070879,NA,0.0100049274502353,NA,0.0186355445116958,0.60960960960961,25,0,0
"s205",0.75309102072091,13.0916486800577,NA,0.0100049274502353,NA,0.0186355445116958,0.612612612612613,25,0,0
"s206",0.752013585574321,13.1368726997648,NA,0.0100049274502353,NA,0.0186355445116958,0.615615615615616,25,0,0
"s207",0.75092221117973,13.1823178662089,NA,0.0100049274502353,NA,0.0186355445116958,0.618618618618619,25,0,0
"s208",0.749816756200891,13.2279841793844,NA,0.0100049274502353,NA,0.0186355445116958,0.621621621621622,25,0,0
"s209",0.748697078686843,13.2738716391576,NA,0.0100049274502353,NA,0.0186355445116958,0.624624624624625,25,0,0
"s210",0.747563036153151,13.3199802426896,NA,0.0100049274502353,NA,0.0186355445116958,0.627627627627628,25,0,0
"s211",0.746414486462519,13.3663099386874,NA,0.0100049274502353,NA,0.0186355445116958,0.630630630630631,24,0,0
"s212",0.745251294062831,13.4128600232842,NA,0.0100049274502353,NA,0.0186355445116958,0.633633633633634,25,0,0
"s213",0.744073296512396,13.4596219832479,NA,0.0100049274502353,NA,0.0186355445116958,0.636636636636637,25,0,0
"s214",0.74286562104555,13.506935788351,NA,0.0100049274502353,NA,0.0186355445116958,0.63963963963964,25,0,0
"s215",0.74167582393132,13.5538066706051,NA,0.0100049274502353,NA,0.0186355445116958,0.642642642642643,23,0,0
"s216",0.740498793095832,13.6001023903909,NA,0.0100049274502353,NA,0.0186355445116958,0.645645645645646,23,0,0
"s217",0.739300782123956,13.6467816514954,NA,0.0100049274502353,NA,0.0186355445116958,0.648648648648649,24,0,0
"s218",0.738196862758518,13.6909970848834,NA,0.0100049274502353,NA,0.0186355445116958,0.651651651651652,23,0,0
"s219",0.737095889824913,13.7349988842389,NA,0.0100049274502353,NA,0.0186355445116958,0.654654654654655,23,0,0
"s220",0.7359811897233,13.7792029843223,NA,0.0100049274502353,NA,0.0186355445116958,0.657657657657658,23,0,0
"s221",0.734852628020373,13.8236093614613,NA,0.0100049274502353,NA,0.0186355445116958,0.660660660660661,23,0,0
"s222",0.733710047612,13.868218934716,NA,0.0100049274502353,NA,0.0186355445116958,0.663663663663664,23,0,0
"s223",0.732559934841916,13.9128742954983,NA,0.0100049274502353,NA,0.0186355445116958,0.666666666666667,23,0,0
"s224",0.731395398321799,13.9577456162945,NA,0.0100049274502353,NA,0.0186355445116958,0.66966966966967,22,0,0
"s225",0.730263843931376,14.001678105685,NA,0.0100049274502353,NA,0.0186355445116958,0.672672672672673,22,0,0
"s226",0.729134021917191,14.0453907737556,NA,0.0100049274502353,NA,0.0186355445116958,0.675675675675676,21,0,0
"s227",0.72816528367796,14.0851413640237,NA,0.0100049274502353,NA,0.0186355445116958,0.678678678678679,21,0,0
"s228",0.727184723350125,14.1250682298033,NA,0.0100049274502353,NA,0.0186355445116958,0.681681681681682,21,0,0
"s229",0.726192224362121,14.1651713722476,NA,0.0100049274502353,NA,0.0186355445116958,0.684684684684685,21,0,0
"s230",0.725187666713112,14.2054508621053,NA,0.0100049274502353,NA,0.0186355445116958,0.687687687687688,21,0,0
"s231",0.724170792489015,14.2459097186819,NA,0.0100049274502353,NA,0.0186355445116958,0.690690690690691,21,0,0
"s232",0.723132803889757,14.2867370899118,NA,0.0100049274502353,NA,0.0186355445116958,0.693693693693694,21,0,0
"s233",0.722172779343898,14.3257279825202,NA,0.0100049274502353,NA,0.0186355445116958,0.696696696696697,20,0,0
"s234",0.721294266237133,14.3624975147038,NA,0.0100049274502353,NA,0.0186355445116958,0.6996996996997,18,0,0
"s235",0.720500754148977,14.397128334833,NA,0.0100049274502353,NA,0.0186355445116958,0.702702702702703,17,0,0
"s236",0.719744730115971,14.4311042330854,NA,0.0100049274502353,NA,0.0186355445116958,0.705705705705706,16,0,0
