"","full_pcorr_Euc","full_mse_Euc","full_pcorr_cor","full_mse_cor","full_pcorr_cos","full_mse_cos","lambda"
"s27",0.715504841907943,12.7684605011822,0.370700557663308,0.00867336933451218,0.274919732124429,0.0172635219907756,0.0780780780780781
"s28",0.715254005441497,12.7814396184048,0.370322057993178,0.00867800366002505,0.274614028159411,0.0172680670989074,0.0810810810810811
"s29",0.71500987858771,12.7941726197075,0.369953000645535,0.00868256718256236,0.274317119273353,0.0172725224062904,0.0840840840840841
"s30",0.714761483188643,12.8071245452713,0.369592579254392,0.00868706624228759,0.274028488827219,0.0172768932423569,0.0870870870870871
"s31",0.714519928452369,12.8198180112432,0.369240381514099,0.0086915071228496,0.273747662000691,0.0172811844774282,0.0900900900900901
"s32",0.714273737087898,12.8327439205642,0.368896661734091,0.00869588843366003,0.273474201530572,0.0172854005712262,0.0930930930930931
"s33",0.714034818863074,12.8453872550125,0.368560870779285,0.00870019996466215,0.273207703969457,0.017289545615374,0.0960960960960961
"s34",0.713791281289307,12.8582619610808,0.368230637844876,0.00870444222168347,0.272947796392699,0.0172936233707191,0.0990990990990991
"s35",0.713556451840868,12.8707866757377,0.367910028961639,0.00870866901840536,0.27269413349286,0.0172976373001738,0.102102102102102
"s36",0.713320210090444,12.88338836755,0.367593345964427,0.00871283505532941,0.272446395008722,0.017301590597674,0.105105105105105
"s37",0.713078789247997,12.8962422468325,0.367282578277654,0.00871695422057154,0.272204283441015,0.0173054862138104,0.108108108108108
"s38",0.712846498832335,12.9087195498254,0.366977432920056,0.00872102836181505,0.271967522011841,0.0173093268786684,0.111111111111111
"s39",0.712612675383622,12.9212750518002,0.366677638541744,0.00872505918338619,0.27173585283353,0.0173131151223502,0.114114114114114
"s40",0.71237330051523,12.9340978638729,0.366382943424491,0.00872904826058022,0.2715090352684,0.0173168532934528,0.117117117117117
"s41",0.71214414460687,12.9464899817042,0.366093113700683,0.00873299705233268,0.271286844478341,0.0173205435754264,0.12012012012012
"s42",0.711914464287843,12.9589130991685,0.365807931763536,0.0087369069124503,0.271069070164062,0.0173241880004882,0.123123123123123
"s43",0.711682975055698,12.9714212335731,0.365527194844992,0.00874077909958554,0.270855515457393,0.017327788461129,0.126126126126126
"s44",0.71144517767074,12.9842270954186,0.365250713741026,0.00874461478611236,0.270645995866064,0.0173313467205622,0.129129129129129
"s45",0.711218302350458,12.9965622232906,0.364978311666786,0.0087484150660395,0.270440338156187,0.0173348644248368,0.132132132132132
"s46",0.710990758632447,13.0089300866213,0.364709823226385,0.00875218096207825,0.270238379206331,0.017338343118175,0.135135135135135
"s47",0.71076117041239,13.0213894070078,0.364445093484139,0.00875591343196663,0.270039965165402,0.0173417842571517,0.138138138138138
"s48",0.710524546163457,13.0341783663498,0.364183977125773,0.00875961337413756,0.269844951348119,0.0173451892123076,0.141141141141141
"s49",0.710300154752357,13.0464308701074,0.363926337699548,0.00876328163280789,0.269653202649617,0.0173485592507761,0.144144144144144
"s50",0.710075546296783,13.0586939465662,0.363672046928567,0.00876691900255469,0.269464592926469,0.0173518955217704,0.147147147147147
"s51",0.70985008162001,13.0709932340015,0.363420984086556,0.008770526232437,0.269279001560848,0.0173551990973554,0.15015015015015
"s52",0.7096222310936,13.0833946221832,0.363173035430386,0.00877410402971393,0.269096308991583,0.0173584710857946,0.153153153153153
"s53",0.709386325788659,13.0961706761421,0.36292809368339,0.00877765306320346,0.268916399045173,0.0173617126914353,0.156156156156156
"s54",0.709164074598871,13.1083377004989,0.362686057564223,0.00878117396632103,0.268739173576688,0.0173649249886694,0.159159159159159
"s55",0.708941667323531,13.1205092386581,0.362446831356635,0.00878466733983276,0.268564562199451,0.0173681084578046,0.162162162162162
"s56",0.708718585045131,13.1327064601501,0.36221032451612,0.00878813375435395,0.268392487507895,0.0173712630561102,0.165165165165165
"s57",0.708493505898331,13.1449870966093,0.361976451309829,0.00879157375261743,0.268222796833714,0.0173743897287181,0.168168168168168
"s58",0.708261173758139,13.1576113705506,0.361745130486176,0.00879498785153385,0.268055308866815,0.0173774920799582,0.171171171171171
"s59",0.708050232675506,13.1692451850578,0.361516284971268,0.0087983765440747,0.267890077251415,0.0173805734957238,0.174174174174174
"s60",0.707815222172143,13.1819748255507,0.361289841591227,0.008801740301003,0.267727398697725,0.0173836283511246,0.177177177177177
"s61",0.707595635675224,13.1940066555793,0.361065730817449,0.00880507957241934,0.267566874408842,0.0173866423751609,0.18018018018018
"s62",0.707376070997487,13.2060321160844,0.360843886524849,0.00880839478911853,0.267407508494822,0.0173896179256791,0.183183183183183
"s63",0.707156245152604,13.2180624135908,0.360624245768886,0.00881168636402951,0.267250937018138,0.0173926169447339,0.186186186186186
"s64",0.706935573566203,13.2301217787082,0.360406748617221,0.00881495469372683,0.267096119500268,0.0173955737512799,0.189189189189189
"s65",0.70671251001703,13.2422776832692,0.360191337965325,0.00881820015863767,0.266943144501165,0.017398508609507,0.192192192192192
"s66",0.706480983742588,13.254834943308,0.359977959181189,0.00882142312303645,0.266791956224912,0.0174014220161456,0.195195195195195
"s67",0.706274003153415,13.2662413010711,0.359766560115567,0.00882462394180052,0.26664250135931,0.0174043144453809,0.198198198198198
"s68",0.706039256210295,13.2789201961848,0.359557091847873,0.00882780296149866,0.266494728937352,0.0174071863502179,0.201201201201201
"s69",0.705822388921629,13.2907811055916,0.359349506502402,0.00883096048700832,0.266348590207918,0.0174100381637492,0.204204204204204
"s70",0.705605744286008,13.3026244887288,0.359143754006731,0.00883409681980347,0.266204038514979,0.0174128703003337,0.207207207207207
"s71",0.70538923932481,13.3144535339286,0.358939799634725,0.00883721242226043,0.266061029184641,0.0174156831566932,0.21021021021021
"s72",0.705172720282427,13.326274261295,0.358737620150193,0.00884030746466039,0.265919519419464,0.0174184771129338,0.213213213213213
"s73",0.704955895233731,13.338098395607,0.358537076511514,0.00884338138476579,0.265779468199501,0.0174212525334965,0.216216216216216
"s74",0.704738148999946,13.3499516678984,0.35833818161513,0.00884643669090648,0.265640836189548,0.0174240097680454,0.219219219219219
"s75",0.704517735636421,13.3619101931855,0.358141643814003,0.00884947606793942,0.265503585652185,0.0174267491522945,0.222222222222222
"s76",0.704287852571443,13.3743240787223,0.357944747839798,0.00885247684477549,0.265367680366154,0.017429471008781,0.225225225225225
"s77",0.704087353749764,13.3853480284625,0.357754427613993,0.00885544759492094,0.265233085549718,0.0174321756475876,0.228228228228228
"s78",0.703857120026273,13.3977519182471,0.357561902757893,0.00885842534507572,0.265099767788633,0.0174348633670175,0.231231231231231
"s79",0.70365533240254,13.4088094229974,0.357370878358784,0.00886138435770308,0.264967694968427,0.0174375344542264,0.234234234234234
"s80",0.703421071316845,13.4213602629907,0.357181324377454,0.0088643248650773,0.264836836210668,0.0174401891858138,0.237237237237237
"s81",0.703207680356197,13.4329486869772,0.356993211878678,0.00886724709342647,0.264707161812969,0.0174428278283773,0.24024024024024
"s82",0.702994581890193,13.4445129385291,0.356806512975859,0.00887015126322191,0.264578643192453,0.0174454506390316,0.243243243243243
"s83",0.702781771985204,13.4560531669694,0.35662120077903,0.0088730375894487,0.264451252832474,0.0174480578658962,0.246246246246246
"s84",0.702569241838249,13.4675697657684,0.356437249345994,0.00887590628185859,0.264324964232344,0.0174506497485523,0.249249249249249
"s85",0.702356974825147,13.4790634867789,0.356254633636388,0.0088787575452066,0.264199751859904,0.0174532265184719,0.252252252252252
"s86",0.70214494141432,13.4905356322402,0.356073329468445,0.00888159157947267,0.264075591106723,0.0174557883994216,0.255255255255255
"s87",0.70193308989034,13.5019884029208,0.355893313478292,0.0088844085800695,0.263952458245775,0.0174583356078418,0.258258258258258
"s88",0.701721328897137,13.5134255643761,0.355714563081597,0.0088872087380374,0.263830330391425,0.0174608683532031,0.261261261261261
"s89",0.701509494090207,13.5248537814156,0.35553705643741,0.00888999224022738,0.26370918546158,0.0174633868383422,0.264264264264264
"s90",0.701297276826766,13.5362856837277,0.355360772414066,0.00889275926947311,0.263589002141881,0.0174658912597784,0.267267267267267
"s91",0.70108399791703,13.5477497076516,0.355185690556985,0.00889551000475275,0.26346975985178,0.0174683818080107,0.27027027027027
"s92",0.700867563452284,13.5593363506168,0.355011791058279,0.00889824462134118,0.263351438712424,0.0174708586677993,0.273273273273273
"s93",0.700640036425312,13.5714591874274,0.354839054728015,0.00890096329095345,0.263234019516202,0.0174733220184299,0.276276276276276
"s94",0.700447368138362,13.5819310006478,0.354667462967062,0.00890366618188008,0.26311748369787,0.0174757720339638,0.279279279279279
"s95",0.700220386480104,13.5940040693646,0.354496997741385,0.00890635345911463,0.263001813307171,0.0174782088834737,0.282282282282282
"s96",0.700027962067584,13.6044438707238,0.354327641557734,0.00890902528447423,0.262886990982825,0.0174806327312665,0.285285285285285
"s97",0.699801257741411,13.616478238901,0.354159377440602,0.00891168181671348,0.262772999927852,0.0174830437370941,0.288288288288288
"s98",0.699608690411081,13.6269014417664,0.35399218891041,0.00891432321163218,0.262659823886116,0.017485442056352,0.291291291291291
"s99",0.699381421949208,13.6389307352912,0.353826059962813,0.00891694962217723,0.262547447120036,0.017487827840268,0.294294294294294
"s100",0.699187315629043,13.6493940154553,0.353660975049076,0.00891956119853929,0.262435854389397,0.01749020123608,0.297297297297297
"s101",0.698955003480485,13.661606937638,0.353496919057459,0.0089221580882443,0.262325030931187,0.0174925623872052,0.3003003003003
"s102",0.698747087280311,13.6726980226818,0.353333877295526,0.00892474043624036,0.262214962440418,0.0174949114333994,0.303303303303303
"s103",0.698539456260892,13.6837632356128,0.353171835473369,0.00892730838498018,0.262105635051857,0.0174972485109087,0.306306306306306
"s104",0.698332114706253,13.694802315983,0.353010779687633,0.00892986207449947,0.261997035322636,0.017499573752613,0.309309309309309
"s105",0.69812506696773,13.7058150100809,0.352850696406355,0.00893240164249142,0.261889150215679,0.0175018872881621,0.312312312312312
"s106",0.697918317387435,13.7168010771797,0.352691572454525,0.00893492722437761,0.261781967083908,0.0175041892441049,0.315315315315315
"s107",0.697711870219033,13.7277602959296,0.35253339500036,0.00893743895337552,0.261675473655177,0.0175064797440121,0.318318318318318
"s108",0.697505729547473,13.7386924706039,0.352376151542217,0.00893993696056286,0.26156965801791,0.0175087589085926,0.321321321321321
"s109",0.697299899205263,13.7495974370521,0.352219829896153,0.00894242137493888,0.261464508607389,0.0175110268558044,0.324324324324324
"s110",0.697094382676016,13.7604750685128,0.352064418184049,0.00894489232348296,0.261360014192667,0.0175132837009593,0.327327327327327
"s111",0.696889182966231,13.7713252818943,0.351909904822307,0.00894734993121047,0.261256163864074,0.0175155295568232,0.33033033033033
"s112",0.696684302413799,13.7821480457548,0.35175627851105,0.0089497943212262,0.261152947021281,0.0175177645337114,0.333333333333333
"s113",0.696479742386921,13.7929433919721,0.351603528223845,0.00895222561477542,0.261050353361887,0.0175199887395787,0.336336336336336
"s114",0.69627550280942,13.8037114339726,0.35145164319787,0.00895464393129278,0.260948372870521,0.0175222022801062,0.339339339339339
"s115",0.696071581422963,13.814452395468,0.351300612924539,0.00895704938844909,0.260846995808416,0.0175244052587826,0.342342342342342
"s116",0.695867972647932,13.8251666553558,0.351150427140544,0.00895944210219615,0.260746212703426,0.017526597776983,0.345345345345345
"s117",0.69566466579165,13.8358548180633,0.351001075819293,0.00896182218680978,0.260646014340493,0.0175287799340435,0.348348348348348
"s118",0.695461642085147,13.8465178273321,0.350852549162727,0.00896418975493098,0.260546391752508,0.0175309518273318,0.351351351351351
"s119",0.695258869447399,13.8571571613831,0.350704837593495,0.00896654491760563,0.260447336211564,0.0175331135523155,0.354354354354354
"s120",0.695056292821968,13.8677751867691,0.35055793174747,0.00896888778432242,0.26034883922058,0.0175352652026263,0.357357357357357
"s121",0.694853816491691,13.8783758164187,0.35041182246658,0.00897121846304945,0.260250892505274,0.0175374068701224,0.36036036036036
"s122",0.694651272048565,13.8889657884421,0.350266500791958,0.00897353706026942,0.260153488006473,0.0175395386449469,0.363363363363363
"s123",0.694448345051626,13.8995577909637,0.350121957957365,0.00897584368101337,0.260056617872741,0.0175416606155847,0.366366366366366
"s124",0.694244286309358,13.9101822175211,0.349978185382905,0.00897813842889334,0.259960274453305,0.0175437728689157,0.369369369369369
"s125",0.694036511763001,13.9209477427465,0.349835174668992,0.00898042140613369,0.259864450291275,0.0175458754902671,0.372372372372372
"s126",0.693815340389217,13.9323470811514,0.34969291759057,0.0089826927136014,0.259769138117139,0.0175479685634619,0.375375375375375
"s127",0.693635151304645,13.9418382931146,0.349551406091569,0.00898495245083523,0.259674330842512,0.0175500521708665,0.378378378378378
"s128",0.693414705056839,13.9531768532616,0.349410632279588,0.00898720071607385,0.259580021554144,0.0175521263934355,0.381381381381381
"s129",0.693234974536646,13.9626245958861,0.349270588420791,0.00898943760628309,0.259486203508165,0.0175541913107553,0.384384384384384
"s130",0.693015212010929,13.9739050489861,0.349131266935011,0.00899166321718214,0.259392870124549,0.017556247001085,0.387387387387387
"s131",0.692835892939728,13.9833120655637,0.348992660391042,0.00899387764326899,0.259300014981807,0.0175582935413961,0.39039039039039
"s132",0.692616727579584,13.9945390890368,0.348854761502122,0.00899608097784496,0.259207631811876,0.0175603310074108,0.393393393393393
"s133",0.692437716355861,14.0039104561742,0.348717563121595,0.00899827331303845,0.25911571449521,0.0175623594736382,0.396396396396396
"s134",0.692218945421686,14.0150932983621,0.348581058238735,0.00900045473982794,0.259024257056065,0.0175643790134093,0.399399399399399
"s135",0.692039984019148,14.024440136676,0.348445239974734,0.00900262534806428,0.258933253657955,0.0175663896989101,0.402402402402402
"s136",0.691821042130249,14.0356025608345,0.348310101578846,0.00900478522649224,0.258842698599284,0.0175683916012147,0.405405405405405
"s137",0.691641142193782,14.0449652262688,0.348175636424676,0.00900693446277144,0.258752586309149,0.0175703847903151,0.408408408408408
"s138",0.691418040202981,14.0562739107695,0.348041838006606,0.00900907314349662,0.258662911343291,0.0175723693351517,0.411411411411411
"s139",0.691226545142164,14.0661702315075,0.347908699936356,0.00901120135421737,0.258573668380201,0.0175743453036414,0.414414414414414
"s140",0.691046201446757,14.0755166471138,0.34777621593968,0.00901331917945719,0.258484852217373,0.0175763127627052,0.417417417417417
"s141",0.690821350563767,14.0868526954474,0.347644379853171,0.00901542670273206,0.258396457767688,0.0175782717782942,0.42042042042042
"s142",0.690624589670455,14.0969280247735,0.347513185621193,0.00901752400656848,0.25830848005594,0.0175802224154154,0.423423423423423
"s143",0.690428111769137,14.1069782959294,0.347382627292922,0.00901961117252094,0.258220914215479,0.0175821647381558,0.426426426426426
"s144",0.690231921481033,14.1170033058182,0.347252699019491,0.00902168828118898,0.258133755484981,0.0175840988097058,0.429429429429429
"s145",0.69003602380242,14.1270028296436,0.347123395051242,0.0090237554122338,0.258046999205332,0.0175860246923821,0.432432432432433
"s146",0.68984042398745,14.1369766277502,0.346994709735065,0.00902581264439429,0.257960640816626,0.017587942447649,0.435435435435435
"s147",0.689645127393298,14.1469244548447,0.346866637511851,0.00902786005550278,0.257874675855261,0.0175898521361397,0.438438438438438
"s148",0.689450139289813,14.156846071501,0.346739172914013,0.00902989772250029,0.257789099951155,0.0175917538176766,0.441441441441441
"s149",0.689255464639089,14.1667412576383,0.346612310563106,0.00903192572145142,0.257703908825037,0.0175936475512904,0.444444444444444
"s150",0.689061107853482,14.1766098274434,0.346486045167521,0.00903394412755885,0.257619098285853,0.0175955333952389,0.447447447447448
"s151",0.688867072542976,14.1864516450157,0.346360371520272,0.00903595301517745,0.25753466422825,0.0175974114070255,0.45045045045045
"s152",0.688673361263487,14.1962666398826,0.346235284496837,0.00903795245782809,0.257450602630152,0.0175992816434164,0.453453453453453
"s153",0.688479975275884,14.2060548215424,0.346110779053094,0.00903994252821106,0.257366909550413,0.0176011441604575,0.456456456456456
"s154",0.688286914320511,14.2158162923607,0.345986850223311,0.00904192329821917,0.257283581126561,0.0176029990134905,0.459459459459459
"s155",0.688094176403231,14.2255512585532,0.345863493118208,0.00904389483895057,0.257200613572607,0.0176048462571692,0.462462462462462
"s156",0.687901757576895,14.2352600396177,0.345740702923086,0.00904585722072124,0.257118003176937,0.0176066859454739,0.465465465465465
"s157",0.687709651686711,14.2449430774316,0.34561847489601,0.00904781051307716,0.257035746300267,0.0176085181317268,0.468468468468468
"s158",0.687517850028611,14.2546009472854,0.345496804366064,0.00904975478480625,0.256953839373673,0.017610342868606,0.471471471471471
"s159",0.687326340840365,14.2642343744678,0.345375686731649,0.00905169010395002,0.256872278896683,0.0176121602081589,0.474474474474474
"s160",0.687135108485845,14.2738442621508,0.345255117458839,0.00905361653781491,0.25679106143543,0.0176139702018159,0.477477477477477
"s161",0.686944132056445,14.2834317405818,0.345135092079797,0.00905553415298345,0.256710183620871,0.017615772900403,0.48048048048048
"s162",0.686753382830987,14.2929982561767,0.345015606191235,0.00905744301532512,0.25662964214706,0.0176175683541546,0.483483483483483
"s163",0.686562819611229,14.302545733071,0.344896655452925,0.00905934319000697,0.256549433769478,0.017619356612725,0.486486486486486
"s164",0.68637238070242,14.3120768556962,0.344778235586246,0.00906123474150407,0.256469555303418,0.0176211377252005,0.48948948948949
"s165",0.686181971514251,14.3215955508195,0.344660342372804,0.00906311773360962,0.256390003622419,0.0176229117401106,0.492492492492492
"s166",0.685991442363612,14.3311079699235,0.344542971653053,0.00906499222944502,0.256310775656756,0.0176246787054389,0.495495495495496
"s167",0.685800506948613,14.3406257600743,0.344426119325001,0.00906685829146951,0.256231868391973,0.0176264386686338,0.498498498498498
"s168",0.685608324771922,14.3501817907653,0.344309781342924,0.00906871598148982,0.256153278867458,0.0176281916766188,0.501501501501502
"s169",0.685411677667472,14.3599096390269,0.344193953716136,0.00907056536066947,0.256075004175076,0.0176299377758023,0.504504504504504
"s170",0.685199718109418,14.3703515349754,0.344078632507788,0.00907240648953794,0.255997041457835,0.0176316770120877,0.507507507507508
"s171",0.685040321236567,14.3784225580647,0.343963813833705,0.00907423942799969,0.255919387908592,0.0176334094308822,0.510510510510511
"s172",0.68484375942411,14.3881103473633,0.343849493861259,0.00907606423534289,0.255842040768807,0.0176351350771067,0.513513513513513
"s173",0.684630653822383,14.3985566022617,0.343735668808275,0.00907788097024814,0.25576499732733,0.017636853995204,0.516516516516517
"s174",0.684467576109233,14.4067476977509,0.343622334941966,0.00907968969079682,0.255688254919223,0.0176385662291476,0.519519519519519
"s175",0.684255187442063,14.4171373322911,0.343509488577896,0.00908149045447949,0.255611810924631,0.0176402718224505,0.522522522522523
"s176",0.684092573862329,14.4252883586893,0.34339712607899,0.00908328331820393,0.255535662767664,0.0176419708181726,0.525525525525526
"s177",0.683880921783288,14.4356207504822,0.343285243854547,0.00908506833830314,0.255459807915335,0.0176436632589293,0.528528528528528
"s178",0.683718785915513,14.4437312843417,0.343173838359302,0.00908684557054322,0.255384243876521,0.0176453491868986,0.531531531531532
"s179",0.683507885123941,14.4540060737541,0.343062906092504,0.00908861507013098,0.255308968200951,0.0176470286438291,0.534534534534534
"s180",0.683346234489916,14.4620759942825,0.342952443597021,0.0090903768917215,0.255233978478234,0.0176487016710468,0.537537537537538
"s181",0.683136087494557,14.4722934088012,0.342842447458474,0.00909213108942553,0.255159272336903,0.0176503683094627,0.540540540540541
"s182",0.682974916515616,14.4803232128935,0.342732914304389,0.00909387771681674,0.255084847443501,0.0176520285995792,0.543543543543544
"s183",0.682765501041066,14.4904846188137,0.34262384080338,0.00909561682693886,0.255010701501682,0.0176536825814971,0.546546546546547
"s184",0.682604777836634,14.4984759756099,0.342515223664344,0.00909734847231267,0.254936832251347,0.017655330294922,0.54954954954955
"s185",0.682396020663798,14.5085849099901,0.342407059635689,0.00909907270494288,0.254863237467799,0.0176569717791709,0.552552552552553
"s186",0.68223565800505,14.5165417613326,0.342299345504574,0.00910078957632486,0.254789914960926,0.017658607073178,0.555555555555556
"s187",0.682027379713018,14.5266060886051,0.342192078096176,0.0091024991374513,0.254716862574404,0.0176602362155012,0.558558558558559
"s188",0.681867171721811,14.5345373432844,0.342085254272969,0.0091042014388187,0.254644078184927,0.0176618592443276,0.561561561561562
"s189",0.681658848415593,14.5445789451356,0.341978870934032,0.00910589653043381,0.254571559701456,0.0176634761974796,0.564564564564565
"s190",0.681497729418867,14.5525265579745,0.341872925014365,0.00910758446181989,0.254499305064492,0.0176650871124201,0.567567567567568
"s191",0.681284155493742,14.5627594603972,0.341767413484226,0.00910926528202289,0.254427312245364,0.0176666920262585,0.570570570570571
"s192",0.681110044777309,14.5712899874474,0.341662333348492,0.00911093903961757,0.254355579245545,0.0176682909757556,0.573573573573574
"s193",0.680949544968008,14.5791845937625,0.34155768164603,0.0091126057827134,0.254284104095976,0.0176698839973289,0.576576576576577
"s194",0.68073690018778,14.5893440580848,0.341453455449078,0.00911426555896054,0.254212884856424,0.0176714711270579,0.57957957957958
"s195",0.680563224667698,14.5978268769582,0.341349651862659,0.00911591841555551,0.254141919614843,0.0176730524006888,0.582582582582583
"s196",0.680403057936087,14.6056811929247,0.341246268023988,0.00911756439924698,0.25407120648676,0.0176746278536394,0.585585585585586
"s197",0.680190793551924,14.615790620544,0.34114330110192,0.00911920355634123,0.254000743614678,0.0176761975210042,0.588588588588589
"s198",0.680016953934139,14.6242507286511,0.341040748296381,0.00912083593270778,0.253930529167494,0.0176777614375585,0.591591591591592
"s199",0.679856197615984,14.6321026558667,0.34093860683784,0.00912246157378471,0.253860561339931,0.0176793196377632,0.594594594594595
"s200",0.679641436251389,14.6422760958695,0.340836873986781,0.00912408052458397,0.253790838351986,0.0176808721557692,0.597597597597598
"s201",0.679460699950764,14.650984108422,0.340735547033188,0.00912569282969671,0.253721358448399,0.0176824190254217,0.600600600600601
"s202",0.679280213004113,14.6596715038702,0.340634623296045,0.00912729853329831,0.253652119898126,0.0176839602802647,0.603603603603604
"s203",0.679099972811163,14.6683384532184,0.340534100122848,0.00912889767915355,0.253583120993831,0.0176854959535445,0.606606606606607
"s204",0.678919976596004,14.6769851352033,0.340433974889126,0.00913049031062151,0.253514360051398,0.0176870260782144,0.60960960960961
"s205",0.678740221458027,14.6856117338487,0.340334244997985,0.00913207647066056,0.253445835409438,0.0176885506869385,0.612612612612613
"s206",0.678560704439234,14.6942184352587,0.340234907879636,0.00913365620183314,0.253377545428834,0.0176900698120952,0.615615615615616
"s207",0.678381422609111,14.7028054235971,0.340135960990969,0.00913522954631051,0.253309488492272,0.0176915834857815,0.618618618618619
"s208",0.678202373167547,14.7113728762296,0.340037401815109,0.00913679654587749,0.253241663003805,0.0176930917398165,0.621621621621622
"s209",0.678023553565411,14.7199209580529,0.339939227860996,0.00913835724193703,0.253174067388414,0.017694594605745,0.624624624624625
"s210",0.677844961641133,14.7284498150847,0.33984143666297,0.00913991167551474,0.253106700091593,0.0176960921148411,0.627627627627628
"s211",0.677666595770266,14.736959567459,0.339744025780367,0.0091414598872634,0.253039559578929,0.0176975842981119,0.630630630630631
"s212",0.677488455023305,14.745450302047,0.339646992797127,0.00914300191746734,0.252972644335706,0.0176990711863005,0.633633633633634
"s213",0.677310539325269,14.7539220650077,0.339550335321404,0.00914453780604676,0.25290595286652,0.0177005528098898,0.636636636636637
"s214",0.677132849608747,14.7623748546618,0.33945405098519,0.00914606759256206,0.252839483694885,0.0177020291991054,0.63963963963964
"s215",0.676955387950395,14.770808615163,0.339358137443948,0.00914759131621797,0.252773235362877,0.0177035003839193,0.642642642642643
"s216",0.676778157679515,14.7792232315134,0.339262592376242,0.00914910901586779,0.252707206430759,0.0177049663940525,0.645645645645646
"s217",0.676601163446524,14.7876185265173,0.339167413483402,0.00915062073001737,0.25264139547664,0.0177064272589787,0.648648648648649
"s218",0.67642441123905,14.795994260278,0.33907259848916,0.00915212649682921,0.252575801096123,0.0177078830079267,0.651651651651652
"s219",0.676247908334422,14.8043501328111,0.338978145139323,0.00915362635412641,0.252510421901973,0.017709333669884,0.654654654654655
"s220",0.676071663179483,14.8126857902479,0.338884051201439,0.00915512033939655,0.252445256523788,0.0177107792735993,0.657657657657658
"s221",0.675895685192213,14.8210008349462,0.338790314464475,0.00915660848979556,0.252380303607686,0.0177122198475857,0.660660660660661
"s222",0.675719984484401,14.8292948395895,0.338696932738502,0.00915809084215152,0.252315561815984,0.0177136554201231,0.663663663663664
"s223",0.675544571510379,14.8375673650666,0.338603903854381,0.00915956743296838,0.252251029826903,0.0177150860192616,0.666666666666667
"s224",0.675369456652987,14.8458179815819,0.338511225663461,0.00916103829842967,0.252186706334265,0.0177165116728235,0.66966966966967
"s225",0.675194649763654,14.8540462921128,0.338418896037288,0.00916250347440211,0.25212259004721,0.0177179324084065,0.672672672672673
"s226",0.675020159677577,14.8622519570339,0.338326912867306,0.00916396299643922,0.25205867968991,0.0177193482533863,0.675675675675676
"s227",0.674845993726142,14.8704347185595,0.338235274064577,0.0091654168997848,0.251994974001296,0.0177207592349186,0.678678678678679
"s228",0.674672157265735,14.8785944236808,0.338143977559504,0.00916686521937647,0.251931471734781,0.0177221653799427,0.681681681681682
"s229",0.674498653234079,14.886731044568,0.33805302130155,0.00916830798984906,0.251868171658012,0.0177235667151827,0.684684684684685
"s230",0.674325481732238,14.8948446960191,0.337962403258982,0.00916974524553801,0.251805072552602,0.0177249632671511,0.687687687687688
"s231",0.674152639613331,14.9029356504534,0.337872121418591,0.00917117702048271,0.251742173213882,0.0177263550621506,0.690690690690691
"s232",0.673980120038772,14.9110043521411,0.337782173785464,0.00917260334842976,0.25167947245066,0.0177277421262765,0.693693693693694
"s233",0.673807911937077,14.9190514337926,0.337692558382698,0.00917402426283627,0.251616969084978,0.0177291244854191,0.696696696696697
"s234",0.673635999258182,14.9270777404116,0.337603273251178,0.009175439796873,0.251554661951882,0.017730502165266,0.6996996996997
"s235",0.673464359837391,14.9350843677028,0.337514316449327,0.00917684998342753,0.251492549899195,0.0177318751913046,0.702702702702703
"s236",0.673292963566006,14.9430727251878,0.337425686052867,0.00917825485510742,0.251430631787285,0.0177332435888237,0.705705705705706
"s237",0.673121769521068,14.9510446355696,0.337337380154585,0.00917965444424321,0.251368906488865,0.0177346073829163,0.708708708708709
"s238",0.672950722071637,14.9590024773569,0.337249396864114,0.00918104878289149,0.251307372888761,0.0177359665984813,0.711711711711712
"s239",0.672779746957813,14.9669493707811,0.337161734307696,0.00918243790283786,0.251246029883717,0.0177373212602259,0.714714714714715
"s240",0.672608747354672,14.9748894663651,0.337074390627978,0.00918382183559991,0.25118487638219,0.0177386713926675,0.717717717717718
"s241",0.672437581904277,14.9828289132607,0.336987363983778,0.00918520061243009,0.251123911304146,0.0177400170201359,0.720720720720721
"s242",0.672265916788396,14.9907809426689,0.336900652549897,0.00918657426431858,0.251063133580874,0.017741358166775,0.723723723723724
"s243",0.672092532848828,14.9987912760059,0.336814254516886,0.00918794282199617,0.251002542154787,0.0177426948565452,0.726726726726727
"s244",0.671912945490769,15.0070409798821,0.336728168090861,0.00918930631593699,0.250942135979246,0.017744027113225,0.72972972972973
"s245",0.671714588955956,15.0161174213241,0.336642391493297,0.00919066477636126,0.250881914018372,0.0177453549604131,0.732732732732733
"s246",0.671582948559122,15.02234551784,0.336556922960832,0.00919201823323807,0.25082187524687,0.0177466784215302,0.735735735735736
"s247",0.671403853494535,15.0305504898838,0.336471760745079,0.009193366716288,0.250762018649857,0.017747997519821,0.738738738738739
"s248",0.671205819269011,15.0395859201169,0.336386903112426,0.00919471025498579,0.250702343222692,0.0177493122783558,0.741741741741742
"s249",0.671074170562522,15.0457954650366,0.336302348343864,0.00919604887856296,0.250642847970806,0.0177506227200325,0.744744744744745
"s250",0.670894755160913,15.0539885923368,0.336218094734797,0.00919738261601036,0.250583531909549,0.0177519288675782,0.747747747747748
"s251",0.670694408987581,15.0630842070749,0.336134140594863,0.00919871149608074,0.250524394064018,0.0177532307435513,0.750750750750751
